Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd23898_reduced,10,-11.39,8.32
ligand_Maybridge_HitDiscoverCmpd23899_reduced,10,-8.95,6.74
ligand_Maybridge_HitDiscoverCmpd2389_reduced,10,-11.15,8.29
ligand_Maybridge_HitDiscoverCmpd238_reduced,10,-9.09,7.28
ligand_Maybridge_HitDiscoverCmpd23900_reduced,10,-8.33,6.17
ligand_Maybridge_HitDiscoverCmpd23901_reduced,10,-8.79,7.99
ligand_Maybridge_HitDiscoverCmpd23902_reduced,10,-10.38,7.84
ligand_Maybridge_HitDiscoverCmpd23903_reduced,10,-10.21,6.23
ligand_Maybridge_HitDiscoverCmpd23904_reduced,10,-10.25,6.51
ligand_Maybridge_HitDiscoverCmpd23905_reduced,10,-10.71,7.70
ligand_Maybridge_HitDiscoverCmpd23906_reduced,10,-10.67,7.20
ligand_Maybridge_HitDiscoverCmpd23907_reduced,10,-6.16,4.66
ligand_Maybridge_HitDiscoverCmpd23908_reduced,10,-12.12,8.30
ligand_Maybridge_HitDiscoverCmpd23909_reduced,10,-11.24,8.10
ligand_Maybridge_HitDiscoverCmpd2390_reduced,10,-9.76,7.08
ligand_Maybridge_HitDiscoverCmpd23910_reduced,10,-8.40,7.31
ligand_Maybridge_HitDiscoverCmpd23911_reduced,10,-9.66,7.86
ligand_Maybridge_HitDiscoverCmpd23912_reduced,10,-10.07,7.76
ligand_Maybridge_HitDiscoverCmpd23913_reduced,10,-10.55,6.20
ligand_Maybridge_HitDiscoverCmpd23914_reduced,10,-10.32,6.32
ligand_Maybridge_HitDiscoverCmpd23915_reduced,10,-10.92,7.61
ligand_Maybridge_HitDiscoverCmpd23916_reduced,10,-10.16,6.78
ligand_Maybridge_HitDiscoverCmpd23917_reduced,10,-8.56,6.37
ligand_Maybridge_HitDiscoverCmpd23918_reduced,10,-11.20,8.23
ligand_Maybridge_HitDiscoverCmpd23919_reduced,10,-11.06,8.28
ligand_Maybridge_HitDiscoverCmpd2391_reduced,10,-11.00,7.86
ligand_Maybridge_HitDiscoverCmpd23920_reduced,10,-10.57,7.62
ligand_Maybridge_HitDiscoverCmpd23921_reduced,10,-9.38,8.22
ligand_Maybridge_HitDiscoverCmpd23922_reduced,10,-9.38,6.17
ligand_Maybridge_HitDiscoverCmpd23923_reduced,10,-10.47,6.79
ligand_Maybridge_HitDiscoverCmpd23924_reduced,10,-10.92,7.24
ligand_Maybridge_HitDiscoverCmpd23925_reduced,10,-10.45,7.53
ligand_Maybridge_HitDiscoverCmpd23926_reduced,10,-10.01,7.31
ligand_Maybridge_HitDiscoverCmpd23927_reduced,10,-6.47,4.75
ligand_Maybridge_HitDiscoverCmpd23928_reduced,10,-7.02,5.05
ligand_Maybridge_HitDiscoverCmpd23929_reduced,10,-10.19,7.99
ligand_Maybridge_HitDiscoverCmpd2392_reduced,10,-12.42,8.09
ligand_Maybridge_HitDiscoverCmpd23930_reduced,10,-10.40,6.87
ligand_Maybridge_HitDiscoverCmpd23931_reduced,10,-11.77,7.84
ligand_Maybridge_HitDiscoverCmpd23932_reduced,10,-11.43,6.89
ligand_Maybridge_HitDiscoverCmpd23933_reduced,10,-9.42,6.69
ligand_Maybridge_HitDiscoverCmpd23934_reduced,10,-9.81,7.87
ligand_Maybridge_HitDiscoverCmpd23935_reduced,10,-10.36,7.48
ligand_Maybridge_HitDiscoverCmpd23936_reduced,10,-10.82,8.55
ligand_Maybridge_HitDiscoverCmpd23937_reduced,10,-12.07,8.02
ligand_Maybridge_HitDiscoverCmpd23938_reduced,10,-7.57,5.35
ligand_Maybridge_HitDiscoverCmpd23939_reduced,10,-9.13,7.05
ligand_Maybridge_HitDiscoverCmpd2393_reduced,10,-10.27,7.38
ligand_Maybridge_HitDiscoverCmpd23940_reduced,10,-10.52,7.13
ligand_Maybridge_HitDiscoverCmpd23941_reduced,10,-9.89,7.20
ligand_Maybridge_HitDiscoverCmpd23942_reduced,10,-11.21,7.94
ligand_Maybridge_HitDiscoverCmpd23943_reduced,10,-9.40,6.52
ligand_Maybridge_HitDiscoverCmpd23944_reduced,10,-9.66,7.63
ligand_Maybridge_HitDiscoverCmpd23945_reduced,10,-11.39,8.15
ligand_Maybridge_HitDiscoverCmpd23946_reduced,10,-10.51,7.80
ligand_Maybridge_HitDiscoverCmpd23947_reduced,10,-12.57,8.20
ligand_Maybridge_HitDiscoverCmpd23948_reduced,10,-7.85,4.87
ligand_Maybridge_HitDiscoverCmpd23949_reduced,10,-10.03,8.09
ligand_Maybridge_HitDiscoverCmpd2394_reduced,10,-8.63,6.79
ligand_Maybridge_HitDiscoverCmpd23950_reduced,10,-11.11,7.11
ligand_Maybridge_HitDiscoverCmpd23951_reduced,10,-9.45,7.53
ligand_Maybridge_HitDiscoverCmpd23952_reduced,10,-10.35,7.39
ligand_Maybridge_HitDiscoverCmpd23953_reduced,10,-9.54,6.70
ligand_Maybridge_HitDiscoverCmpd23954_reduced,10,-10.00,7.58
ligand_Maybridge_HitDiscoverCmpd23955_reduced,10,-11.26,8.75
ligand_Maybridge_HitDiscoverCmpd23956_reduced,10,-11.29,7.65
ligand_Maybridge_HitDiscoverCmpd23957_reduced,10,-9.71,6.72
ligand_Maybridge_HitDiscoverCmpd23958_reduced,10,-7.00,4.21
ligand_Maybridge_HitDiscoverCmpd23959_reduced,10,-10.77,8.27
ligand_Maybridge_HitDiscoverCmpd2395_reduced,10,-10.50,7.82
ligand_Maybridge_HitDiscoverCmpd23960_reduced,10,-9.89,8.03
ligand_Maybridge_HitDiscoverCmpd23961_reduced,10,-9.59,7.60
ligand_Maybridge_HitDiscoverCmpd23962_reduced,10,-13.17,8.05
ligand_Maybridge_HitDiscoverCmpd23963_reduced,10,-10.20,6.92
ligand_Maybridge_HitDiscoverCmpd23964_reduced,10,-9.32,8.29
ligand_Maybridge_HitDiscoverCmpd23965_reduced,10,-11.71,8.27
ligand_Maybridge_HitDiscoverCmpd23966_reduced,10,-11.87,7.92
ligand_Maybridge_HitDiscoverCmpd23967_reduced,10,-12.74,8.14
ligand_Maybridge_HitDiscoverCmpd23968_reduced,10,-9.10,7.84
ligand_Maybridge_HitDiscoverCmpd23969_reduced,10,-10.44,8.06
ligand_Maybridge_HitDiscoverCmpd2396_reduced,10,-10.51,7.41
ligand_Maybridge_HitDiscoverCmpd23970_reduced,10,-8.69,7.58
ligand_Maybridge_HitDiscoverCmpd23971_reduced,10,-10.01,7.65
ligand_Maybridge_HitDiscoverCmpd23972_reduced,10,-12.75,7.70
ligand_Maybridge_HitDiscoverCmpd23973_reduced,10,-10.85,7.26
ligand_Maybridge_HitDiscoverCmpd23974_reduced,10,-11.65,7.71
ligand_Maybridge_HitDiscoverCmpd23975_reduced,10,-10.03,6.78
ligand_Maybridge_HitDiscoverCmpd23976_reduced,10,-9.39,6.37
ligand_Maybridge_HitDiscoverCmpd23977_reduced,10,-7.29,7.61
ligand_Maybridge_HitDiscoverCmpd23978_reduced,10,-12.24,8.01
ligand_Maybridge_HitDiscoverCmpd23979_reduced,10,-9.28,6.67
ligand_Maybridge_HitDiscoverCmpd2397_reduced,10,-11.38,7.91
ligand_Maybridge_HitDiscoverCmpd23980_reduced,10,-10.00,6.73
ligand_Maybridge_HitDiscoverCmpd23981_reduced,10,-8.37,6.18
ligand_Maybridge_HitDiscoverCmpd23982_reduced,10,-10.68,6.50
ligand_Maybridge_HitDiscoverCmpd23983_reduced,10,-10.57,7.19
ligand_Maybridge_HitDiscoverCmpd23984_reduced,10,-9.43,7.78
ligand_Maybridge_HitDiscoverCmpd23985_reduced,10,-12.57,8.28
ligand_Maybridge_HitDiscoverCmpd23986_reduced,10,-9.75,6.86
ligand_Maybridge_HitDiscoverCmpd23987_reduced,10,-7.44,7.09
ligand_Maybridge_HitDiscoverCmpd23988_reduced,10,-6.59,6.03
ligand_Maybridge_HitDiscoverCmpd23989_reduced,10,-8.97,6.49
ligand_Maybridge_HitDiscoverCmpd2398_reduced,10,-10.81,7.91
ligand_Maybridge_HitDiscoverCmpd23990_reduced,10,-10.75,7.24
ligand_Maybridge_HitDiscoverCmpd23991_reduced,10,-8.47,5.91
ligand_Maybridge_HitDiscoverCmpd23992_reduced,10,-9.27,6.50
ligand_Maybridge_HitDiscoverCmpd23993_reduced,10,-10.22,6.57
ligand_Maybridge_HitDiscoverCmpd23994_reduced,10,-9.07,6.95
ligand_Maybridge_HitDiscoverCmpd23995_reduced,10,-12.59,8.11
ligand_Maybridge_HitDiscoverCmpd23996_reduced,10,-10.32,6.62
ligand_Maybridge_HitDiscoverCmpd23997_reduced,10,-8.01,7.85
ligand_Maybridge_HitDiscoverCmpd23998_reduced,10,-8.47,6.69
ligand_Maybridge_HitDiscoverCmpd23999_reduced,10,-8.12,5.94
ligand_Maybridge_HitDiscoverCmpd2399_reduced,10,-11.15,8.45
ligand_Maybridge_HitDiscoverCmpd239_reduced,10,-9.02,6.70
ligand_Maybridge_HitDiscoverCmpd23_reduced,10,-6.28,4.57
ligand_Maybridge_HitDiscoverCmpd24000_reduced,10,-11.39,6.96
ligand_Maybridge_HitDiscoverCmpd24001_reduced,10,-11.22,8.12
ligand_Maybridge_HitDiscoverCmpd24002_reduced,10,-9.23,6.61
ligand_Maybridge_HitDiscoverCmpd24003_reduced,10,-9.89,6.72
ligand_Maybridge_HitDiscoverCmpd24004_reduced,10,-9.67,7.59
ligand_Maybridge_HitDiscoverCmpd24005_reduced,10,-12.25,7.97
ligand_Maybridge_HitDiscoverCmpd24006_reduced,10,-10.22,6.89
ligand_Maybridge_HitDiscoverCmpd24007_reduced,10,-12.54,8.15
ligand_Maybridge_HitDiscoverCmpd24008_reduced,10,-7.39,5.36
ligand_Maybridge_HitDiscoverCmpd24009_reduced,10,-7.85,5.80
ligand_Maybridge_HitDiscoverCmpd2400_reduced,10,-10.90,8.25
ligand_Maybridge_HitDiscoverCmpd24010_reduced,10,-12.36,8.11
ligand_Maybridge_HitDiscoverCmpd24011_reduced,10,-10.51,6.83
ligand_Maybridge_HitDiscoverCmpd24012_reduced,10,-8.74,6.36
ligand_Maybridge_HitDiscoverCmpd24013_reduced,10,-10.67,6.67
ligand_Maybridge_HitDiscoverCmpd24014_reduced,10,-11.64,8.07
ligand_Maybridge_HitDiscoverCmpd24015_reduced,10,-8.34,8.13
ligand_Maybridge_HitDiscoverCmpd24016_reduced,10,-11.39,8.16
ligand_Maybridge_HitDiscoverCmpd24017_reduced,10,-9.42,7.34
ligand_Maybridge_HitDiscoverCmpd24018_reduced,10,-8.06,6.07
ligand_Maybridge_HitDiscoverCmpd24019_reduced,10,-7.66,6.55
ligand_Maybridge_HitDiscoverCmpd2401_reduced,10,-9.64,8.01
ligand_Maybridge_HitDiscoverCmpd24020_reduced,10,-10.28,7.25
ligand_Maybridge_HitDiscoverCmpd24021_reduced,10,-8.79,6.49
ligand_Maybridge_HitDiscoverCmpd24022_reduced,10,-10.98,7.45
ligand_Maybridge_HitDiscoverCmpd24023_reduced,10,-10.84,6.84
ligand_Maybridge_HitDiscoverCmpd24024_reduced,10,-11.79,8.06
ligand_Maybridge_HitDiscoverCmpd24025_reduced,10,-7.85,7.95
ligand_Maybridge_HitDiscoverCmpd24026_reduced,10,-10.03,7.20
ligand_Maybridge_HitDiscoverCmpd24027_reduced,10,-8.51,8.10
ligand_Maybridge_HitDiscoverCmpd24028_reduced,10,-9.54,6.43
ligand_Maybridge_HitDiscoverCmpd24029_reduced,10,-9.85,6.85
ligand_Maybridge_HitDiscoverCmpd2402_reduced,10,-10.74,8.39
ligand_Maybridge_HitDiscoverCmpd24030_reduced,10,-9.47,7.14
ligand_Maybridge_HitDiscoverCmpd24031_reduced,10,-10.45,6.80
ligand_Maybridge_HitDiscoverCmpd24032_reduced,10,-11.11,8.04
ligand_Maybridge_HitDiscoverCmpd24033_reduced,10,-10.09,7.16
ligand_Maybridge_HitDiscoverCmpd24034_reduced,10,-12.43,8.36
ligand_Maybridge_HitDiscoverCmpd24035_reduced,10,-9.19,7.46
ligand_Maybridge_HitDiscoverCmpd24036_reduced,10,-10.38,7.26
ligand_Maybridge_HitDiscoverCmpd24037_reduced,10,-10.55,8.07
ligand_Maybridge_HitDiscoverCmpd24038_reduced,10,-7.28,5.19
ligand_Maybridge_HitDiscoverCmpd24039_reduced,10,-8.12,5.70
ligand_Maybridge_HitDiscoverCmpd2403_reduced,10,-9.87,8.19
ligand_Maybridge_HitDiscoverCmpd24040_reduced,10,-11.15,6.98
ligand_Maybridge_HitDiscoverCmpd24041_reduced,10,-10.29,6.60
ligand_Maybridge_HitDiscoverCmpd24042_reduced,10,-10.11,6.48
ligand_Maybridge_HitDiscoverCmpd24043_reduced,10,-8.33,7.70
ligand_Maybridge_HitDiscoverCmpd24044_reduced,10,-3.00,7.98
ligand_Maybridge_HitDiscoverCmpd24045_reduced,10,-9.50,6.39
ligand_Maybridge_HitDiscoverCmpd24046_reduced,10,-10.63,7.56
ligand_Maybridge_HitDiscoverCmpd24047_reduced,10,-11.23,7.57
ligand_Maybridge_HitDiscoverCmpd24048_reduced,10,-9.58,6.85
ligand_Maybridge_HitDiscoverCmpd24049_reduced,10,-9.67,6.80
ligand_Maybridge_HitDiscoverCmpd2404_reduced,10,-10.16,7.55
ligand_Maybridge_HitDiscoverCmpd24050_reduced,10,-8.86,6.64
ligand_Maybridge_HitDiscoverCmpd24051_reduced,10,-10.72,6.52
ligand_Maybridge_HitDiscoverCmpd24052_reduced,10,-10.49,6.52
ligand_Maybridge_HitDiscoverCmpd24053_reduced,10,-8.25,7.60
ligand_Maybridge_HitDiscoverCmpd24054_reduced,10,-9.26,7.99
ligand_Maybridge_HitDiscoverCmpd24055_reduced,10,-10.20,7.11
ligand_Maybridge_HitDiscoverCmpd24056_reduced,10,-10.89,7.60
ligand_Maybridge_HitDiscoverCmpd24057_reduced,10,-8.48,5.90
ligand_Maybridge_HitDiscoverCmpd24058_reduced,10,-10.81,7.65
ligand_Maybridge_HitDiscoverCmpd24059_reduced,10,-7.90,5.35
ligand_Maybridge_HitDiscoverCmpd2405_reduced,10,-9.35,7.28
ligand_Maybridge_HitDiscoverCmpd24061_reduced,10,-8.45,6.72
ligand_Maybridge_HitDiscoverCmpd24062_reduced,10,-8.35,6.49
ligand_Maybridge_HitDiscoverCmpd24063_reduced,10,-8.48,6.43
ligand_Maybridge_HitDiscoverCmpd24064_reduced,10,-9.38,6.77
ligand_Maybridge_HitDiscoverCmpd24065_reduced,10,-10.62,8.52
ligand_Maybridge_HitDiscoverCmpd24066_reduced,10,-11.75,7.32
ligand_Maybridge_HitDiscoverCmpd24067_reduced,10,-8.35,6.11
ligand_Maybridge_HitDiscoverCmpd24068_reduced,10,-5.96,4.78
ligand_Maybridge_HitDiscoverCmpd24069_reduced,10,-9.25,6.36
ligand_Maybridge_HitDiscoverCmpd2406_reduced,10,-10.86,8.05
ligand_Maybridge_HitDiscoverCmpd24070_reduced,10,-9.22,6.41
ligand_Maybridge_HitDiscoverCmpd24071_reduced,10,-8.88,6.28
ligand_Maybridge_HitDiscoverCmpd24072_reduced,10,-8.88,6.97
ligand_Maybridge_HitDiscoverCmpd24073_reduced,10,-9.38,7.17
ligand_Maybridge_HitDiscoverCmpd24074_reduced,10,-9.36,7.67
ligand_Maybridge_HitDiscoverCmpd24075_reduced,10,-10.49,7.54
ligand_Maybridge_HitDiscoverCmpd24076_reduced,10,-10.02,6.30
ligand_Maybridge_HitDiscoverCmpd24077_reduced,10,-11.01,7.96
ligand_Maybridge_HitDiscoverCmpd24078_reduced,10,-8.71,6.15
ligand_Maybridge_HitDiscoverCmpd24079_reduced,10,-7.86,5.23
ligand_Maybridge_HitDiscoverCmpd2407_reduced,10,-9.85,6.65
ligand_Maybridge_HitDiscoverCmpd24080_reduced,10,-8.32,6.58
ligand_Maybridge_HitDiscoverCmpd24081_reduced,10,-8.30,5.85
ligand_Maybridge_HitDiscoverCmpd24082_reduced,10,-8.96,6.44
ligand_Maybridge_HitDiscoverCmpd24083_reduced,10,-7.83,6.62
ligand_Maybridge_HitDiscoverCmpd24084_reduced,10,-9.68,7.80
ligand_Maybridge_HitDiscoverCmpd24085_reduced,10,-10.03,7.09
ligand_Maybridge_HitDiscoverCmpd24086_reduced,10,-9.81,6.85
ligand_Maybridge_HitDiscoverCmpd24087_reduced,10,-10.80,7.22
ligand_Maybridge_HitDiscoverCmpd24088_reduced,10,-9.15,6.26
ligand_Maybridge_HitDiscoverCmpd24089_reduced,10,-8.22,5.40
ligand_Maybridge_HitDiscoverCmpd2408_reduced,10,-10.73,7.63
ligand_Maybridge_HitDiscoverCmpd24091_reduced,10,-8.64,6.27
ligand_Maybridge_HitDiscoverCmpd24092_reduced,10,-9.43,6.91
ligand_Maybridge_HitDiscoverCmpd24093_reduced,10,-10.48,7.06
ligand_Maybridge_HitDiscoverCmpd24094_reduced,10,-9.27,7.59
ligand_Maybridge_HitDiscoverCmpd24095_reduced,10,-9.52,7.63
ligand_Maybridge_HitDiscoverCmpd24096_reduced,10,-10.29,7.03
ligand_Maybridge_HitDiscoverCmpd24097_reduced,10,-8.59,6.40
ligand_Maybridge_HitDiscoverCmpd24098_reduced,10,-9.36,6.53
ligand_Maybridge_HitDiscoverCmpd24099_reduced,10,-9.47,6.63
ligand_Maybridge_HitDiscoverCmpd2409_reduced,10,-10.10,7.13
ligand_Maybridge_HitDiscoverCmpd240_reduced,10,-10.94,6.90
ligand_Maybridge_HitDiscoverCmpd24100_reduced,10,-8.24,6.10
ligand_Maybridge_HitDiscoverCmpd24101_reduced,10,-8.51,6.18
ligand_Maybridge_HitDiscoverCmpd24102_reduced,10,-9.04,7.13
ligand_Maybridge_HitDiscoverCmpd24103_reduced,10,-10.14,8.62
ligand_Maybridge_HitDiscoverCmpd24104_reduced,10,-9.73,7.76
ligand_Maybridge_HitDiscoverCmpd24105_reduced,10,-10.07,6.86
ligand_Maybridge_HitDiscoverCmpd24106_reduced,10,-10.55,6.33
ligand_Maybridge_HitDiscoverCmpd24108_reduced,10,-9.56,6.55
ligand_Maybridge_HitDiscoverCmpd24109_reduced,10,-7.24,4.86
ligand_Maybridge_HitDiscoverCmpd2410_reduced,10,-10.79,8.12
ligand_Maybridge_HitDiscoverCmpd24110_reduced,10,-8.21,6.55
ligand_Maybridge_HitDiscoverCmpd24111_reduced,10,-8.74,6.43
ligand_Maybridge_HitDiscoverCmpd24112_reduced,10,-9.16,7.26
ligand_Maybridge_HitDiscoverCmpd24113_reduced,10,-7.86,6.93
ligand_Maybridge_HitDiscoverCmpd24114_reduced,10,-12.27,6.92
ligand_Maybridge_HitDiscoverCmpd24115_reduced,10,-9.82,7.21
ligand_Maybridge_HitDiscoverCmpd24116_reduced,10,-10.97,7.85
ligand_Maybridge_HitDiscoverCmpd24117_reduced,10,-8.89,5.79
ligand_Maybridge_HitDiscoverCmpd24118_reduced,10,-8.59,6.12
ligand_Maybridge_HitDiscoverCmpd24119_reduced,10,-7.75,5.00
ligand_Maybridge_HitDiscoverCmpd2411_reduced,10,-8.80,7.04
ligand_Maybridge_HitDiscoverCmpd24120_reduced,10,-8.34,6.27
ligand_Maybridge_HitDiscoverCmpd24121_reduced,10,-8.87,6.47
ligand_Maybridge_HitDiscoverCmpd24122_reduced,10,-8.52,5.77
ligand_Maybridge_HitDiscoverCmpd24123_reduced,10,-6.13,8.18
ligand_Maybridge_HitDiscoverCmpd24124_reduced,10,-9.57,6.44
ligand_Maybridge_HitDiscoverCmpd24125_reduced,10,-9.99,7.04
ligand_Maybridge_HitDiscoverCmpd24126_reduced,10,-11.37,6.88
ligand_Maybridge_HitDiscoverCmpd24127_reduced,10,-9.51,6.71
ligand_Maybridge_HitDiscoverCmpd24128_reduced,10,-7.53,5.17
ligand_Maybridge_HitDiscoverCmpd24129_reduced,10,-7.69,5.34
ligand_Maybridge_HitDiscoverCmpd2412_reduced,10,-7.53,6.50
ligand_Maybridge_HitDiscoverCmpd24130_reduced,10,-8.44,6.72
ligand_Maybridge_HitDiscoverCmpd24131_reduced,10,-8.85,6.89
ligand_Maybridge_HitDiscoverCmpd24132_reduced,10,-8.36,5.52
ligand_Maybridge_HitDiscoverCmpd24133_reduced,10,-5.79,5.37
ligand_Maybridge_HitDiscoverCmpd24134_reduced,10,-8.97,6.09
ligand_Maybridge_HitDiscoverCmpd24135_reduced,10,-9.98,7.50
ligand_Maybridge_HitDiscoverCmpd24136_reduced,10,-8.65,6.06
ligand_Maybridge_HitDiscoverCmpd24137_reduced,10,-11.13,7.91
ligand_Maybridge_HitDiscoverCmpd24138_reduced,10,-13.14,7.70
ligand_Maybridge_HitDiscoverCmpd24139_reduced,10,-9.53,7.38
ligand_Maybridge_HitDiscoverCmpd2413_reduced,10,-10.37,7.49
ligand_Maybridge_HitDiscoverCmpd24140_reduced,10,-10.91,7.90
ligand_Maybridge_HitDiscoverCmpd24141_reduced,10,-8.69,6.63
ligand_Maybridge_HitDiscoverCmpd24142_reduced,10,-10.07,6.79
ligand_Maybridge_HitDiscoverCmpd24143_reduced,10,-10.08,6.83
ligand_Maybridge_HitDiscoverCmpd24144_reduced,10,-11.34,8.01
ligand_Maybridge_HitDiscoverCmpd24145_reduced,10,-11.00,6.91
ligand_Maybridge_HitDiscoverCmpd24146_reduced,10,-11.44,7.52
ligand_Maybridge_HitDiscoverCmpd24147_reduced,10,-10.48,7.77
ligand_Maybridge_HitDiscoverCmpd24148_reduced,10,-12.75,7.47
ligand_Maybridge_HitDiscoverCmpd24149_reduced,10,-10.55,7.40
ligand_Maybridge_HitDiscoverCmpd2414_reduced,10,-9.14,7.51
ligand_Maybridge_HitDiscoverCmpd24150_reduced,10,-10.65,7.72
ligand_Maybridge_HitDiscoverCmpd24151_reduced,10,-7.74,6.42
ligand_Maybridge_HitDiscoverCmpd24152_reduced,10,-10.42,7.16
ligand_Maybridge_HitDiscoverCmpd24153_reduced,10,-10.50,7.36
ligand_Maybridge_HitDiscoverCmpd24154_reduced,10,-10.41,6.63
ligand_Maybridge_HitDiscoverCmpd24155_reduced,10,-12.30,7.14
ligand_Maybridge_HitDiscoverCmpd24156_reduced,10,-11.24,7.58
ligand_Maybridge_HitDiscoverCmpd24157_reduced,10,-10.07,7.32
ligand_Maybridge_HitDiscoverCmpd24158_reduced,10,-7.76,6.01
ligand_Maybridge_HitDiscoverCmpd24159_reduced,10,-11.08,7.53
ligand_Maybridge_HitDiscoverCmpd2415_reduced,10,-11.39,8.07
ligand_Maybridge_HitDiscoverCmpd24160_reduced,10,-9.84,7.76
ligand_Maybridge_HitDiscoverCmpd24161_reduced,10,-9.01,7.02
ligand_Maybridge_HitDiscoverCmpd24162_reduced,10,-10.90,8.34
ligand_Maybridge_HitDiscoverCmpd24163_reduced,10,-9.68,6.70
ligand_Maybridge_HitDiscoverCmpd24164_reduced,10,-8.93,5.96
ligand_Maybridge_HitDiscoverCmpd24165_reduced,10,-12.35,8.06
ligand_Maybridge_HitDiscoverCmpd24166_reduced,10,-12.28,7.98
ligand_Maybridge_HitDiscoverCmpd24167_reduced,10,-13.36,8.02
ligand_Maybridge_HitDiscoverCmpd24168_reduced,10,-12.11,7.46
ligand_Maybridge_HitDiscoverCmpd24169_reduced,10,-8.13,7.56
ligand_Maybridge_HitDiscoverCmpd2416_reduced,10,-11.91,7.98
ligand_Maybridge_HitDiscoverCmpd24170_reduced,10,-10.15,8.05
ligand_Maybridge_HitDiscoverCmpd24171_reduced,10,-10.98,8.66
ligand_Maybridge_HitDiscoverCmpd24172_reduced,10,-10.94,8.09
ligand_Maybridge_HitDiscoverCmpd24173_reduced,10,-10.14,7.16
ligand_Maybridge_HitDiscoverCmpd24174_reduced,10,-10.46,6.31
ligand_Maybridge_HitDiscoverCmpd24175_reduced,10,-10.32,7.49
ligand_Maybridge_HitDiscoverCmpd24176_reduced,10,-11.00,7.55
ligand_Maybridge_HitDiscoverCmpd24177_reduced,10,-13.35,8.49
ligand_Maybridge_HitDiscoverCmpd24178_reduced,10,-11.63,7.35
ligand_Maybridge_HitDiscoverCmpd24179_reduced,10,-9.07,6.82
ligand_Maybridge_HitDiscoverCmpd2417_reduced,10,-10.97,6.36
ligand_Maybridge_HitDiscoverCmpd24180_reduced,10,-9.93,7.95
ligand_Maybridge_HitDiscoverCmpd24181_reduced,10,-10.63,8.35
ligand_Maybridge_HitDiscoverCmpd24182_reduced,10,-9.70,6.42
ligand_Maybridge_HitDiscoverCmpd24183_reduced,10,-11.95,8.24
ligand_Maybridge_HitDiscoverCmpd24184_reduced,10,-10.57,6.58
ligand_Maybridge_HitDiscoverCmpd24185_reduced,10,-11.78,7.58
ligand_Maybridge_HitDiscoverCmpd24186_reduced,10,-10.92,7.27
ligand_Maybridge_HitDiscoverCmpd24187_reduced,10,-12.28,8.21
ligand_Maybridge_HitDiscoverCmpd24188_reduced,10,-5.47,4.23
ligand_Maybridge_HitDiscoverCmpd24189_reduced,10,-11.47,7.76
ligand_Maybridge_HitDiscoverCmpd2418_reduced,10,-9.83,7.57
ligand_Maybridge_HitDiscoverCmpd24190_reduced,10,-10.81,8.08
ligand_Maybridge_HitDiscoverCmpd24191_reduced,10,-11.28,8.40
ligand_Maybridge_HitDiscoverCmpd24192_reduced,10,-9.23,5.85
ligand_Maybridge_HitDiscoverCmpd24193_reduced,10,-10.64,7.33
ligand_Maybridge_HitDiscoverCmpd24194_reduced,10,-10.26,6.81
ligand_Maybridge_HitDiscoverCmpd24195_reduced,10,-10.50,7.50
ligand_Maybridge_HitDiscoverCmpd24196_reduced,10,-11.16,7.96
ligand_Maybridge_HitDiscoverCmpd24197_reduced,10,-8.37,6.47
ligand_Maybridge_HitDiscoverCmpd24198_reduced,10,-6.71,5.79
ligand_Maybridge_HitDiscoverCmpd24199_reduced,10,-9.37,6.66
ligand_Maybridge_HitDiscoverCmpd2419_reduced,10,-7.62,8.26
ligand_Maybridge_HitDiscoverCmpd241_reduced,10,-12.51,7.54
ligand_Maybridge_HitDiscoverCmpd24200_reduced,10,-10.43,7.94
ligand_Maybridge_HitDiscoverCmpd24201_reduced,10,-11.01,8.22
ligand_Maybridge_HitDiscoverCmpd24202_reduced,10,-10.89,8.57
ligand_Maybridge_HitDiscoverCmpd24203_reduced,10,-12.83,8.13
ligand_Maybridge_HitDiscoverCmpd24204_reduced,10,-10.46,6.82
ligand_Maybridge_HitDiscoverCmpd24205_reduced,10,-10.72,7.17
ligand_Maybridge_HitDiscoverCmpd24206_reduced,10,-12.57,7.70
ligand_Maybridge_HitDiscoverCmpd24207_reduced,10,-14.40,8.26
ligand_Maybridge_HitDiscoverCmpd24208_reduced,10,-10.64,7.48
ligand_Maybridge_HitDiscoverCmpd24209_reduced,10,-11.05,8.02
ligand_Maybridge_HitDiscoverCmpd2420_reduced,10,-10.88,8.27
ligand_Maybridge_HitDiscoverCmpd24210_reduced,10,-8.66,6.54
ligand_Maybridge_HitDiscoverCmpd24211_reduced,10,-10.13,7.97
ligand_Maybridge_HitDiscoverCmpd24212_reduced,10,-8.14,5.95
ligand_Maybridge_HitDiscoverCmpd24213_reduced,10,-11.80,7.79
ligand_Maybridge_HitDiscoverCmpd24214_reduced,10,-10.61,7.38
ligand_Maybridge_HitDiscoverCmpd24215_reduced,10,-11.06,7.18
ligand_Maybridge_HitDiscoverCmpd24216_reduced,10,-10.94,6.72
ligand_Maybridge_HitDiscoverCmpd24217_reduced,10,-9.38,6.58
ligand_Maybridge_HitDiscoverCmpd24218_reduced,10,-10.29,6.48
ligand_Maybridge_HitDiscoverCmpd24219_reduced,10,-10.22,7.02
ligand_Maybridge_HitDiscoverCmpd2421_reduced,10,-10.18,8.18
ligand_Maybridge_HitDiscoverCmpd24220_reduced,10,-11.66,7.57
