Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd47866_reduced,10,-6.54,7.52
ligand_Maybridge_HitDiscoverCmpd47867_reduced,10,-6.57,4.54
ligand_Maybridge_HitDiscoverCmpd47868_reduced,10,-9.97,7.05
ligand_Maybridge_HitDiscoverCmpd47869_reduced,10,-8.77,8.17
ligand_Maybridge_HitDiscoverCmpd4786_reduced,10,-9.06,6.84
ligand_Maybridge_HitDiscoverCmpd47870_reduced,10,-10.10,7.41
ligand_Maybridge_HitDiscoverCmpd47871_reduced,10,-11.99,6.68
ligand_Maybridge_HitDiscoverCmpd47872_reduced,10,-9.78,8.01
ligand_Maybridge_HitDiscoverCmpd47873_reduced,10,-9.67,7.00
ligand_Maybridge_HitDiscoverCmpd47874_reduced,10,-7.19,5.67
ligand_Maybridge_HitDiscoverCmpd47875_reduced,10,-10.35,7.38
ligand_Maybridge_HitDiscoverCmpd47876_reduced,10,-8.49,6.04
ligand_Maybridge_HitDiscoverCmpd47877_reduced,10,-7.24,5.17
ligand_Maybridge_HitDiscoverCmpd47878_reduced,10,-10.85,7.63
ligand_Maybridge_HitDiscoverCmpd47879_reduced,10,-9.74,7.93
ligand_Maybridge_HitDiscoverCmpd4787_reduced,10,-6.83,4.91
ligand_Maybridge_HitDiscoverCmpd47880_reduced,10,-9.01,6.17
ligand_Maybridge_HitDiscoverCmpd47881_reduced,10,-9.22,7.47
ligand_Maybridge_HitDiscoverCmpd47882_reduced,10,-8.85,7.44
ligand_Maybridge_HitDiscoverCmpd47883_reduced,10,-8.78,6.33
ligand_Maybridge_HitDiscoverCmpd47884_reduced,10,-10.37,7.03
ligand_Maybridge_HitDiscoverCmpd47885_reduced,10,-9.87,7.40
ligand_Maybridge_HitDiscoverCmpd47886_reduced,10,-10.72,7.88
ligand_Maybridge_HitDiscoverCmpd47887_reduced,10,-7.17,5.91
ligand_Maybridge_HitDiscoverCmpd47888_reduced,10,-10.95,6.61
ligand_Maybridge_HitDiscoverCmpd47889_reduced,10,-8.64,8.25
ligand_Maybridge_HitDiscoverCmpd4788_reduced,10,-9.70,7.64
ligand_Maybridge_HitDiscoverCmpd47890_reduced,10,-9.93,6.48
ligand_Maybridge_HitDiscoverCmpd47891_reduced,10,-10.37,6.88
ligand_Maybridge_HitDiscoverCmpd47892_reduced,10,-10.78,7.97
ligand_Maybridge_HitDiscoverCmpd47893_reduced,10,-11.19,7.06
ligand_Maybridge_HitDiscoverCmpd47894_reduced,10,-6.85,6.28
ligand_Maybridge_HitDiscoverCmpd47895_reduced,10,-9.74,8.29
ligand_Maybridge_HitDiscoverCmpd47896_reduced,10,-7.05,6.41
ligand_Maybridge_HitDiscoverCmpd47897_reduced,10,-8.18,5.90
ligand_Maybridge_HitDiscoverCmpd47898_reduced,10,-10.46,7.25
ligand_Maybridge_HitDiscoverCmpd47899_reduced,10,-10.55,7.03
ligand_Maybridge_HitDiscoverCmpd4789_reduced,10,-11.44,7.98
ligand_Maybridge_HitDiscoverCmpd478_reduced,10,-10.17,6.60
ligand_Maybridge_HitDiscoverCmpd47900_reduced,10,-8.79,5.91
ligand_Maybridge_HitDiscoverCmpd47901_reduced,10,-10.41,6.55
ligand_Maybridge_HitDiscoverCmpd47902_reduced,10,-7.29,5.09
ligand_Maybridge_HitDiscoverCmpd47903_reduced,10,-7.24,5.86
ligand_Maybridge_HitDiscoverCmpd47904_reduced,10,-8.47,7.87
ligand_Maybridge_HitDiscoverCmpd47905_reduced,10,-7.62,5.83
ligand_Maybridge_HitDiscoverCmpd47906_reduced,10,-7.07,6.39
ligand_Maybridge_HitDiscoverCmpd47907_reduced,10,-5.92,4.52
ligand_Maybridge_HitDiscoverCmpd47908_reduced,10,-11.12,6.79
ligand_Maybridge_HitDiscoverCmpd47909_reduced,10,-12.48,7.22
ligand_Maybridge_HitDiscoverCmpd4790_reduced,10,-7.32,4.96
ligand_Maybridge_HitDiscoverCmpd47910_reduced,10,-9.63,6.22
ligand_Maybridge_HitDiscoverCmpd47911_reduced,10,-7.44,6.45
ligand_Maybridge_HitDiscoverCmpd47912_reduced,10,-7.90,6.03
ligand_Maybridge_HitDiscoverCmpd47913_reduced,10,-9.63,6.38
ligand_Maybridge_HitDiscoverCmpd47914_reduced,10,-9.26,7.92
ligand_Maybridge_HitDiscoverCmpd47915_reduced,10,-4.93,7.89
ligand_Maybridge_HitDiscoverCmpd47916_reduced,10,-9.91,6.69
ligand_Maybridge_HitDiscoverCmpd47917_reduced,10,-9.73,6.52
ligand_Maybridge_HitDiscoverCmpd47918_reduced,10,-10.55,6.61
ligand_Maybridge_HitDiscoverCmpd47919_reduced,10,-11.59,7.00
ligand_Maybridge_HitDiscoverCmpd4791_reduced,10,-9.23,6.57
ligand_Maybridge_HitDiscoverCmpd47920_reduced,10,-9.48,6.07
ligand_Maybridge_HitDiscoverCmpd47921_reduced,10,-8.76,8.01
ligand_Maybridge_HitDiscoverCmpd47922_reduced,10,-8.64,6.06
ligand_Maybridge_HitDiscoverCmpd47923_reduced,10,-11.05,6.70
ligand_Maybridge_HitDiscoverCmpd47924_reduced,10,-12.66,7.09
ligand_Maybridge_HitDiscoverCmpd47925_reduced,10,-7.70,5.82
ligand_Maybridge_HitDiscoverCmpd47926_reduced,10,-8.23,7.14
ligand_Maybridge_HitDiscoverCmpd47927_reduced,10,-6.16,5.98
ligand_Maybridge_HitDiscoverCmpd47928_reduced,10,-7.19,5.36
ligand_Maybridge_HitDiscoverCmpd47929_reduced,10,-10.59,7.12
ligand_Maybridge_HitDiscoverCmpd4792_reduced,10,-4.72,5.08
ligand_Maybridge_HitDiscoverCmpd47930_reduced,10,-7.60,6.11
ligand_Maybridge_HitDiscoverCmpd47931_reduced,10,-8.82,8.34
ligand_Maybridge_HitDiscoverCmpd47932_reduced,10,-7.80,6.06
ligand_Maybridge_HitDiscoverCmpd47933_reduced,10,-7.74,6.77
ligand_Maybridge_HitDiscoverCmpd47934_reduced,10,-11.24,7.22
ligand_Maybridge_HitDiscoverCmpd47935_reduced,10,-7.54,7.98
ligand_Maybridge_HitDiscoverCmpd47936_reduced,10,-7.16,4.85
ligand_Maybridge_HitDiscoverCmpd47937_reduced,10,-6.14,4.59
ligand_Maybridge_HitDiscoverCmpd47938_reduced,10,-9.39,7.15
ligand_Maybridge_HitDiscoverCmpd47939_reduced,10,-7.66,5.59
ligand_Maybridge_HitDiscoverCmpd4793_reduced,10,-7.86,5.97
ligand_Maybridge_HitDiscoverCmpd47940_reduced,10,-9.82,7.00
ligand_Maybridge_HitDiscoverCmpd47941_reduced,10,-7.67,6.59
ligand_Maybridge_HitDiscoverCmpd47943_reduced,10,-8.98,6.28
ligand_Maybridge_HitDiscoverCmpd47944_reduced,10,-10.95,6.97
ligand_Maybridge_HitDiscoverCmpd47945_reduced,10,-11.18,7.77
ligand_Maybridge_HitDiscoverCmpd47946_reduced,10,-9.75,7.53
ligand_Maybridge_HitDiscoverCmpd47947_reduced,10,-11.08,7.20
ligand_Maybridge_HitDiscoverCmpd47948_reduced,10,-8.88,6.87
ligand_Maybridge_HitDiscoverCmpd47949_reduced,10,-8.29,5.89
ligand_Maybridge_HitDiscoverCmpd4794_reduced,10,-10.27,6.37
ligand_Maybridge_HitDiscoverCmpd47950_reduced,10,-9.21,6.15
ligand_Maybridge_HitDiscoverCmpd47951_reduced,10,-7.55,6.42
ligand_Maybridge_HitDiscoverCmpd47952_reduced,10,-10.09,7.05
ligand_Maybridge_HitDiscoverCmpd47953_reduced,10,-11.77,7.42
ligand_Maybridge_HitDiscoverCmpd47954_reduced,10,-8.56,7.32
ligand_Maybridge_HitDiscoverCmpd47955_reduced,10,-7.72,5.73
ligand_Maybridge_HitDiscoverCmpd47956_reduced,10,-9.32,7.49
ligand_Maybridge_HitDiscoverCmpd47957_reduced,10,-12.98,7.91
ligand_Maybridge_HitDiscoverCmpd47958_reduced,10,-9.67,6.97
ligand_Maybridge_HitDiscoverCmpd47959_reduced,10,-8.66,6.32
ligand_Maybridge_HitDiscoverCmpd4795_reduced,10,-8.23,6.49
ligand_Maybridge_HitDiscoverCmpd47960_reduced,10,-10.58,7.20
ligand_Maybridge_HitDiscoverCmpd47961_reduced,10,-7.88,6.50
ligand_Maybridge_HitDiscoverCmpd47962_reduced,10,-9.93,7.22
ligand_Maybridge_HitDiscoverCmpd47963_reduced,10,-9.18,6.22
ligand_Maybridge_HitDiscoverCmpd47964_reduced,10,-9.14,6.50
ligand_Maybridge_HitDiscoverCmpd47965_reduced,10,-9.28,6.61
ligand_Maybridge_HitDiscoverCmpd47966_reduced,10,-8.11,6.56
ligand_Maybridge_HitDiscoverCmpd47967_reduced,10,-8.62,5.77
ligand_Maybridge_HitDiscoverCmpd47968_reduced,10,-9.83,7.64
ligand_Maybridge_HitDiscoverCmpd47969_reduced,10,-8.46,5.71
ligand_Maybridge_HitDiscoverCmpd4796_reduced,10,-6.79,5.65
ligand_Maybridge_HitDiscoverCmpd47970_reduced,10,-10.52,6.59
ligand_Maybridge_HitDiscoverCmpd47971_reduced,10,-8.06,6.31
ligand_Maybridge_HitDiscoverCmpd47972_reduced,10,-10.40,7.40
ligand_Maybridge_HitDiscoverCmpd47973_reduced,10,-10.21,6.11
ligand_Maybridge_HitDiscoverCmpd47974_reduced,10,-12.42,7.63
ligand_Maybridge_HitDiscoverCmpd47975_reduced,10,-8.01,6.68
ligand_Maybridge_HitDiscoverCmpd47976_reduced,10,-6.90,5.68
ligand_Maybridge_HitDiscoverCmpd47977_reduced,10,-11.01,7.41
ligand_Maybridge_HitDiscoverCmpd47978_reduced,10,-9.33,7.02
ligand_Maybridge_HitDiscoverCmpd47979_reduced,10,-8.88,6.82
ligand_Maybridge_HitDiscoverCmpd4797_reduced,10,-7.42,5.81
ligand_Maybridge_HitDiscoverCmpd47980_reduced,10,-8.44,6.26
ligand_Maybridge_HitDiscoverCmpd47981_reduced,10,-8.99,6.84
ligand_Maybridge_HitDiscoverCmpd47982_reduced,10,-9.45,6.29
ligand_Maybridge_HitDiscoverCmpd47983_reduced,10,-11.11,7.96
ligand_Maybridge_HitDiscoverCmpd47984_reduced,10,-11.13,7.33
ligand_Maybridge_HitDiscoverCmpd47985_reduced,10,-9.32,7.34
ligand_Maybridge_HitDiscoverCmpd47986_reduced,10,-6.82,5.61
ligand_Maybridge_HitDiscoverCmpd47987_reduced,10,-10.31,6.49
ligand_Maybridge_HitDiscoverCmpd47988_reduced,10,-10.78,6.66
ligand_Maybridge_HitDiscoverCmpd47989_reduced,10,-8.21,6.58
ligand_Maybridge_HitDiscoverCmpd4798_reduced,10,-8.00,5.77
ligand_Maybridge_HitDiscoverCmpd47990_reduced,10,-7.77,5.63
ligand_Maybridge_HitDiscoverCmpd47991_reduced,10,-8.38,6.63
ligand_Maybridge_HitDiscoverCmpd47992_reduced,10,-10.61,7.44
ligand_Maybridge_HitDiscoverCmpd47993_reduced,10,-9.87,6.45
ligand_Maybridge_HitDiscoverCmpd47994_reduced,10,-9.42,6.99
ligand_Maybridge_HitDiscoverCmpd47995_reduced,10,-8.83,6.83
ligand_Maybridge_HitDiscoverCmpd47996_reduced,10,-7.70,6.89
ligand_Maybridge_HitDiscoverCmpd47997_reduced,10,-9.67,6.42
ligand_Maybridge_HitDiscoverCmpd47998_reduced,10,-8.50,6.13
ligand_Maybridge_HitDiscoverCmpd47999_reduced,10,-8.72,6.56
ligand_Maybridge_HitDiscoverCmpd4799_reduced,10,-10.74,7.32
ligand_Maybridge_HitDiscoverCmpd479_reduced,10,-11.63,7.10
ligand_Maybridge_HitDiscoverCmpd47_reduced,10,-11.38,8.13
ligand_Maybridge_HitDiscoverCmpd48000_reduced,10,-8.83,6.29
ligand_Maybridge_HitDiscoverCmpd48001_reduced,10,-8.06,6.61
ligand_Maybridge_HitDiscoverCmpd48002_reduced,10,-9.46,7.31
ligand_Maybridge_HitDiscoverCmpd48003_reduced,10,-10.09,7.98
ligand_Maybridge_HitDiscoverCmpd48004_reduced,10,-11.67,7.29
ligand_Maybridge_HitDiscoverCmpd48005_reduced,10,-9.57,6.94
ligand_Maybridge_HitDiscoverCmpd48006_reduced,10,-5.68,5.78
ligand_Maybridge_HitDiscoverCmpd48007_reduced,10,-6.55,6.21
ligand_Maybridge_HitDiscoverCmpd48008_reduced,10,-8.05,5.68
ligand_Maybridge_HitDiscoverCmpd48009_reduced,10,-9.79,6.56
ligand_Maybridge_HitDiscoverCmpd4800_reduced,10,-9.87,6.38
ligand_Maybridge_HitDiscoverCmpd48010_reduced,10,-7.73,6.33
ligand_Maybridge_HitDiscoverCmpd48012_reduced,10,-8.28,5.73
ligand_Maybridge_HitDiscoverCmpd48013_reduced,10,-8.17,5.60
ligand_Maybridge_HitDiscoverCmpd48014_reduced,10,-10.89,7.17
ligand_Maybridge_HitDiscoverCmpd48015_reduced,10,-7.17,5.91
ligand_Maybridge_HitDiscoverCmpd48016_reduced,10,-5.80,5.96
ligand_Maybridge_HitDiscoverCmpd48017_reduced,10,-8.19,5.81
ligand_Maybridge_HitDiscoverCmpd48018_reduced,10,-10.73,7.23
ligand_Maybridge_HitDiscoverCmpd48019_reduced,10,-10.65,7.37
ligand_Maybridge_HitDiscoverCmpd4801_reduced,10,-9.05,6.60
ligand_Maybridge_HitDiscoverCmpd48020_reduced,10,-8.52,6.85
ligand_Maybridge_HitDiscoverCmpd48021_reduced,10,-9.52,7.65
ligand_Maybridge_HitDiscoverCmpd48022_reduced,10,-10.94,7.76
ligand_Maybridge_HitDiscoverCmpd48023_reduced,10,-10.76,6.89
ligand_Maybridge_HitDiscoverCmpd48024_reduced,10,-10.77,8.17
ligand_Maybridge_HitDiscoverCmpd48025_reduced,10,-9.65,6.40
ligand_Maybridge_HitDiscoverCmpd48026_reduced,10,-11.81,7.56
ligand_Maybridge_HitDiscoverCmpd48027_reduced,10,-9.04,5.90
ligand_Maybridge_HitDiscoverCmpd48028_reduced,10,-9.29,5.97
ligand_Maybridge_HitDiscoverCmpd48029_reduced,10,-8.56,6.50
ligand_Maybridge_HitDiscoverCmpd4802_reduced,10,-10.02,6.23
ligand_Maybridge_HitDiscoverCmpd48030_reduced,10,-8.17,6.42
ligand_Maybridge_HitDiscoverCmpd48031_reduced,10,-10.88,7.81
ligand_Maybridge_HitDiscoverCmpd48032_reduced,10,-10.98,8.12
ligand_Maybridge_HitDiscoverCmpd48033_reduced,10,-7.82,6.47
ligand_Maybridge_HitDiscoverCmpd48034_reduced,10,-7.28,6.45
ligand_Maybridge_HitDiscoverCmpd48035_reduced,10,-8.16,5.76
ligand_Maybridge_HitDiscoverCmpd48036_reduced,10,-12.04,7.90
ligand_Maybridge_HitDiscoverCmpd48037_reduced,10,-10.40,7.79
ligand_Maybridge_HitDiscoverCmpd48038_reduced,10,-8.65,6.17
ligand_Maybridge_HitDiscoverCmpd48039_reduced,10,-8.72,6.80
ligand_Maybridge_HitDiscoverCmpd4803_reduced,10,-8.33,6.12
ligand_Maybridge_HitDiscoverCmpd48040_reduced,10,-8.21,6.99
ligand_Maybridge_HitDiscoverCmpd48041_reduced,10,-9.91,6.88
ligand_Maybridge_HitDiscoverCmpd48042_reduced,10,-9.21,6.93
ligand_Maybridge_HitDiscoverCmpd48043_reduced,10,-10.36,7.75
ligand_Maybridge_HitDiscoverCmpd48044_reduced,10,-8.78,6.44
ligand_Maybridge_HitDiscoverCmpd48045_reduced,10,-6.46,4.45
ligand_Maybridge_HitDiscoverCmpd48046_reduced,10,-12.11,7.49
ligand_Maybridge_HitDiscoverCmpd48047_reduced,10,-8.62,6.18
ligand_Maybridge_HitDiscoverCmpd48048_reduced,10,-6.01,5.05
ligand_Maybridge_HitDiscoverCmpd48049_reduced,10,-5.92,5.21
ligand_Maybridge_HitDiscoverCmpd4804_reduced,10,-7.13,5.58
ligand_Maybridge_HitDiscoverCmpd48050_reduced,10,-6.81,5.56
ligand_Maybridge_HitDiscoverCmpd48051_reduced,10,-10.39,6.81
ligand_Maybridge_HitDiscoverCmpd48052_reduced,10,-10.03,7.10
ligand_Maybridge_HitDiscoverCmpd48053_reduced,10,-9.90,7.82
ligand_Maybridge_HitDiscoverCmpd48054_reduced,10,-9.85,6.89
ligand_Maybridge_HitDiscoverCmpd48055_reduced,10,-11.08,8.13
ligand_Maybridge_HitDiscoverCmpd48056_reduced,10,-11.65,7.79
ligand_Maybridge_HitDiscoverCmpd48057_reduced,10,-7.78,5.74
ligand_Maybridge_HitDiscoverCmpd48058_reduced,10,-8.08,6.25
ligand_Maybridge_HitDiscoverCmpd48059_reduced,10,-9.92,6.85
ligand_Maybridge_HitDiscoverCmpd4805_reduced,10,-9.48,6.21
ligand_Maybridge_HitDiscoverCmpd48060_reduced,10,-9.92,6.66
ligand_Maybridge_HitDiscoverCmpd48061_reduced,10,-7.10,6.28
ligand_Maybridge_HitDiscoverCmpd48062_reduced,10,-10.75,7.25
ligand_Maybridge_HitDiscoverCmpd48063_reduced,10,-7.56,7.61
ligand_Maybridge_HitDiscoverCmpd48064_reduced,10,-9.55,6.69
ligand_Maybridge_HitDiscoverCmpd48065_reduced,10,-9.59,6.04
ligand_Maybridge_HitDiscoverCmpd48066_reduced,10,-9.43,6.86
ligand_Maybridge_HitDiscoverCmpd48067_reduced,10,-9.81,7.43
ligand_Maybridge_HitDiscoverCmpd48068_reduced,10,-7.95,6.30
ligand_Maybridge_HitDiscoverCmpd48069_reduced,10,-9.04,6.15
ligand_Maybridge_HitDiscoverCmpd4806_reduced,10,-9.07,5.73
ligand_Maybridge_HitDiscoverCmpd48070_reduced,10,-10.76,7.41
ligand_Maybridge_HitDiscoverCmpd48071_reduced,10,-8.93,7.29
ligand_Maybridge_HitDiscoverCmpd48072_reduced,10,-8.78,6.14
ligand_Maybridge_HitDiscoverCmpd48073_reduced,10,-6.95,5.40
ligand_Maybridge_HitDiscoverCmpd48074_reduced,10,-9.25,7.33
ligand_Maybridge_HitDiscoverCmpd48075_reduced,10,-6.23,4.77
ligand_Maybridge_HitDiscoverCmpd48076_reduced,10,-11.51,7.52
ligand_Maybridge_HitDiscoverCmpd48077_reduced,10,-9.69,6.82
ligand_Maybridge_HitDiscoverCmpd48078_reduced,10,-9.21,7.53
ligand_Maybridge_HitDiscoverCmpd48079_reduced,10,-7.21,5.68
ligand_Maybridge_HitDiscoverCmpd4807_reduced,10,-7.25,5.79
ligand_Maybridge_HitDiscoverCmpd48080_reduced,10,-10.18,6.69
ligand_Maybridge_HitDiscoverCmpd48081_reduced,10,-7.43,5.56
ligand_Maybridge_HitDiscoverCmpd48082_reduced,10,-7.80,5.84
ligand_Maybridge_HitDiscoverCmpd48083_reduced,10,-6.92,5.60
ligand_Maybridge_HitDiscoverCmpd48084_reduced,10,-10.75,7.45
ligand_Maybridge_HitDiscoverCmpd48085_reduced,10,-6.49,4.75
ligand_Maybridge_HitDiscoverCmpd48086_reduced,10,-8.99,6.92
ligand_Maybridge_HitDiscoverCmpd48087_reduced,10,-10.82,6.72
ligand_Maybridge_HitDiscoverCmpd48088_reduced,10,-9.99,7.29
ligand_Maybridge_HitDiscoverCmpd48089_reduced,10,-9.70,6.46
ligand_Maybridge_HitDiscoverCmpd4808_reduced,10,-8.89,6.10
ligand_Maybridge_HitDiscoverCmpd48090_reduced,10,-11.35,7.26
ligand_Maybridge_HitDiscoverCmpd48091_reduced,10,-11.13,7.87
ligand_Maybridge_HitDiscoverCmpd48092_reduced,10,-6.59,4.64
ligand_Maybridge_HitDiscoverCmpd48093_reduced,10,-10.95,8.06
ligand_Maybridge_HitDiscoverCmpd48094_reduced,10,-10.03,7.51
ligand_Maybridge_HitDiscoverCmpd48095_reduced,10,-12.06,7.58
ligand_Maybridge_HitDiscoverCmpd48096_reduced,10,-9.81,6.82
ligand_Maybridge_HitDiscoverCmpd48097_reduced,10,-10.97,7.82
ligand_Maybridge_HitDiscoverCmpd48098_reduced,10,-10.71,7.33
ligand_Maybridge_HitDiscoverCmpd48099_reduced,10,-12.18,7.43
ligand_Maybridge_HitDiscoverCmpd4809_reduced,10,-10.33,7.06
ligand_Maybridge_HitDiscoverCmpd480_reduced,10,-10.15,6.84
ligand_Maybridge_HitDiscoverCmpd48100_reduced,10,-9.31,7.37
ligand_Maybridge_HitDiscoverCmpd48101_reduced,10,-11.84,6.83
ligand_Maybridge_HitDiscoverCmpd48102_reduced,10,-11.37,6.96
ligand_Maybridge_HitDiscoverCmpd48103_reduced,10,-11.42,8.15
ligand_Maybridge_HitDiscoverCmpd48104_reduced,10,-10.93,7.74
ligand_Maybridge_HitDiscoverCmpd48105_reduced,10,-10.68,7.17
ligand_Maybridge_HitDiscoverCmpd48106_reduced,10,-12.89,8.12
ligand_Maybridge_HitDiscoverCmpd48107_reduced,10,-7.70,6.33
ligand_Maybridge_HitDiscoverCmpd48108_reduced,10,-9.88,7.12
ligand_Maybridge_HitDiscoverCmpd48109_reduced,10,-9.50,7.77
ligand_Maybridge_HitDiscoverCmpd4810_reduced,10,-8.14,6.00
ligand_Maybridge_HitDiscoverCmpd48110_reduced,10,-9.61,6.68
ligand_Maybridge_HitDiscoverCmpd48111_reduced,10,-9.57,6.47
ligand_Maybridge_HitDiscoverCmpd48112_reduced,10,-10.82,8.01
ligand_Maybridge_HitDiscoverCmpd48113_reduced,10,-10.20,7.70
ligand_Maybridge_HitDiscoverCmpd48114_reduced,10,-10.50,6.75
ligand_Maybridge_HitDiscoverCmpd48115_reduced,10,-9.57,6.62
ligand_Maybridge_HitDiscoverCmpd48117_reduced,10,-9.52,7.03
ligand_Maybridge_HitDiscoverCmpd48118_reduced,10,-10.08,7.07
ligand_Maybridge_HitDiscoverCmpd48119_reduced,10,-8.53,7.24
ligand_Maybridge_HitDiscoverCmpd4811_reduced,10,-10.22,6.66
ligand_Maybridge_HitDiscoverCmpd48120_reduced,10,-11.05,6.70
ligand_Maybridge_HitDiscoverCmpd48121_reduced,10,-10.50,6.76
ligand_Maybridge_HitDiscoverCmpd48122_reduced,10,-9.93,6.61
ligand_Maybridge_HitDiscoverCmpd48123_reduced,10,-9.36,6.51
ligand_Maybridge_HitDiscoverCmpd48124_reduced,10,-10.01,6.60
ligand_Maybridge_HitDiscoverCmpd48125_reduced,10,-13.82,8.08
ligand_Maybridge_HitDiscoverCmpd48127_reduced,10,-8.56,6.37
ligand_Maybridge_HitDiscoverCmpd48128_reduced,10,-10.55,7.19
ligand_Maybridge_HitDiscoverCmpd48129_reduced,10,-9.08,7.35
ligand_Maybridge_HitDiscoverCmpd4812_reduced,10,-7.64,5.83
ligand_Maybridge_HitDiscoverCmpd48130_reduced,10,-10.72,7.34
ligand_Maybridge_HitDiscoverCmpd48131_reduced,10,-10.82,6.61
ligand_Maybridge_HitDiscoverCmpd48132_reduced,10,-9.02,6.33
ligand_Maybridge_HitDiscoverCmpd48133_reduced,10,-10.96,7.61
ligand_Maybridge_HitDiscoverCmpd48134_reduced,10,-9.52,6.53
ligand_Maybridge_HitDiscoverCmpd48135_reduced,10,-10.98,7.87
ligand_Maybridge_HitDiscoverCmpd48136_reduced,10,-9.74,6.79
ligand_Maybridge_HitDiscoverCmpd48137_reduced,10,-7.79,6.28
ligand_Maybridge_HitDiscoverCmpd48138_reduced,10,-11.18,7.02
ligand_Maybridge_HitDiscoverCmpd48139_reduced,10,-9.15,7.37
ligand_Maybridge_HitDiscoverCmpd4813_reduced,10,-8.95,6.21
ligand_Maybridge_HitDiscoverCmpd48140_reduced,10,-11.12,6.90
ligand_Maybridge_HitDiscoverCmpd48141_reduced,10,-9.99,6.85
ligand_Maybridge_HitDiscoverCmpd48142_reduced,10,-9.75,6.32
ligand_Maybridge_HitDiscoverCmpd48143_reduced,10,-6.53,5.07
ligand_Maybridge_HitDiscoverCmpd48144_reduced,10,-6.48,7.39
ligand_Maybridge_HitDiscoverCmpd48145_reduced,10,-11.46,7.68
ligand_Maybridge_HitDiscoverCmpd48146_reduced,10,-8.47,5.63
ligand_Maybridge_HitDiscoverCmpd48147_reduced,10,-7.69,6.09
ligand_Maybridge_HitDiscoverCmpd48148_reduced,10,-11.39,7.51
ligand_Maybridge_HitDiscoverCmpd48149_reduced,10,-8.64,7.45
ligand_Maybridge_HitDiscoverCmpd4814_reduced,10,-7.35,5.30
ligand_Maybridge_HitDiscoverCmpd48150_reduced,10,-10.25,8.04
ligand_Maybridge_HitDiscoverCmpd48151_reduced,10,-8.94,8.12
ligand_Maybridge_HitDiscoverCmpd48152_reduced,10,-10.07,6.43
ligand_Maybridge_HitDiscoverCmpd48153_reduced,10,-10.98,7.90
ligand_Maybridge_HitDiscoverCmpd48154_reduced,10,-10.12,6.26
ligand_Maybridge_HitDiscoverCmpd48155_reduced,10,-9.37,7.17
ligand_Maybridge_HitDiscoverCmpd48157_reduced,10,-8.96,7.09
ligand_Maybridge_HitDiscoverCmpd48158_reduced,10,-12.85,7.55
ligand_Maybridge_HitDiscoverCmpd48159_reduced,10,-9.70,7.52
ligand_Maybridge_HitDiscoverCmpd4815_reduced,10,-7.82,5.84
ligand_Maybridge_HitDiscoverCmpd48160_reduced,10,-10.08,8.20
ligand_Maybridge_HitDiscoverCmpd48161_reduced,10,-10.83,6.58
ligand_Maybridge_HitDiscoverCmpd48162_reduced,10,-10.95,6.80
ligand_Maybridge_HitDiscoverCmpd48163_reduced,10,-11.15,6.77
ligand_Maybridge_HitDiscoverCmpd48164_reduced,10,-11.75,7.62
ligand_Maybridge_HitDiscoverCmpd48165_reduced,10,-11.30,7.96
ligand_Maybridge_HitDiscoverCmpd48168_reduced,10,-12.34,7.10
ligand_Maybridge_HitDiscoverCmpd48169_reduced,10,-10.25,7.69
ligand_Maybridge_HitDiscoverCmpd4816_reduced,10,-9.17,7.36
ligand_Maybridge_HitDiscoverCmpd48170_reduced,10,-10.54,7.97
ligand_Maybridge_HitDiscoverCmpd48171_reduced,10,-10.24,6.74
ligand_Maybridge_HitDiscoverCmpd48172_reduced,10,-10.24,6.84
ligand_Maybridge_HitDiscoverCmpd48173_reduced,10,-10.71,6.84
ligand_Maybridge_HitDiscoverCmpd48174_reduced,10,-10.73,7.34
ligand_Maybridge_HitDiscoverCmpd48175_reduced,10,-10.97,7.53
ligand_Maybridge_HitDiscoverCmpd48176_reduced,10,-8.37,6.14
ligand_Maybridge_HitDiscoverCmpd48178_reduced,10,-9.74,6.57
ligand_Maybridge_HitDiscoverCmpd48179_reduced,10,-10.03,6.36
ligand_Maybridge_HitDiscoverCmpd4817_reduced,10,-8.10,5.92
ligand_Maybridge_HitDiscoverCmpd48180_reduced,10,-11.24,7.44
ligand_Maybridge_HitDiscoverCmpd48181_reduced,10,-12.66,7.46
ligand_Maybridge_HitDiscoverCmpd48182_reduced,10,-7.45,7.10
ligand_Maybridge_HitDiscoverCmpd48183_reduced,10,-9.81,7.02
ligand_Maybridge_HitDiscoverCmpd48184_reduced,10,-12.71,8.37
ligand_Maybridge_HitDiscoverCmpd48185_reduced,10,-9.01,7.17
ligand_Maybridge_HitDiscoverCmpd48186_reduced,10,-11.59,7.76
ligand_Maybridge_HitDiscoverCmpd48187_reduced,10,-11.37,7.48
ligand_Maybridge_HitDiscoverCmpd48188_reduced,10,-8.18,5.89
ligand_Maybridge_HitDiscoverCmpd48189_reduced,10,-9.12,6.42
ligand_Maybridge_HitDiscoverCmpd4818_reduced,10,-7.60,5.54
ligand_Maybridge_HitDiscoverCmpd48190_reduced,10,-11.29,7.43
ligand_Maybridge_HitDiscoverCmpd48191_reduced,10,-8.29,6.94
ligand_Maybridge_HitDiscoverCmpd48192_reduced,10,-7.81,6.83
ligand_Maybridge_HitDiscoverCmpd48193_reduced,10,-8.92,6.43
ligand_Maybridge_HitDiscoverCmpd48194_reduced,10,-8.46,6.35
