Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd12170_reduced,10,-11.25,8.02
ligand_Maybridge_HitDiscoverCmpd12171_reduced,10,-10.18,7.05
ligand_Maybridge_HitDiscoverCmpd12172_reduced,10,-9.17,6.97
ligand_Maybridge_HitDiscoverCmpd12173_reduced,10,-9.40,8.19
ligand_Maybridge_HitDiscoverCmpd12174_reduced,10,-6.46,8.04
ligand_Maybridge_HitDiscoverCmpd12175_reduced,10,-10.70,7.46
ligand_Maybridge_HitDiscoverCmpd12176_reduced,10,-9.99,7.69
ligand_Maybridge_HitDiscoverCmpd12177_reduced,10,-12.42,7.19
ligand_Maybridge_HitDiscoverCmpd12178_reduced,10,-10.29,7.23
ligand_Maybridge_HitDiscoverCmpd12179_reduced,10,-10.83,7.82
ligand_Maybridge_HitDiscoverCmpd1217_reduced,10,-10.84,7.74
ligand_Maybridge_HitDiscoverCmpd12180_reduced,10,-11.41,7.68
ligand_Maybridge_HitDiscoverCmpd12181_reduced,10,-8.91,7.61
ligand_Maybridge_HitDiscoverCmpd12182_reduced,10,-9.18,7.25
ligand_Maybridge_HitDiscoverCmpd12183_reduced,10,-6.63,7.95
ligand_Maybridge_HitDiscoverCmpd12184_reduced,10,-8.03,8.02
ligand_Maybridge_HitDiscoverCmpd12185_reduced,10,-9.45,7.13
ligand_Maybridge_HitDiscoverCmpd12186_reduced,10,-10.80,8.44
ligand_Maybridge_HitDiscoverCmpd12187_reduced,10,-12.55,8.00
ligand_Maybridge_HitDiscoverCmpd12188_reduced,10,-10.16,7.27
ligand_Maybridge_HitDiscoverCmpd12189_reduced,10,-9.65,6.44
ligand_Maybridge_HitDiscoverCmpd1218_reduced,10,-10.11,7.32
ligand_Maybridge_HitDiscoverCmpd12190_reduced,10,-10.90,7.73
ligand_Maybridge_HitDiscoverCmpd12191_reduced,10,-8.42,7.64
ligand_Maybridge_HitDiscoverCmpd12192_reduced,10,-6.10,5.79
ligand_Maybridge_HitDiscoverCmpd12193_reduced,10,-9.48,6.67
ligand_Maybridge_HitDiscoverCmpd12194_reduced,10,-9.98,7.11
ligand_Maybridge_HitDiscoverCmpd12195_reduced,10,-9.32,7.07
ligand_Maybridge_HitDiscoverCmpd12196_reduced,10,-10.83,7.70
ligand_Maybridge_HitDiscoverCmpd12197_reduced,10,-7.59,6.08
ligand_Maybridge_HitDiscoverCmpd12198_reduced,10,-9.74,7.44
ligand_Maybridge_HitDiscoverCmpd12199_reduced,10,-10.59,7.41
ligand_Maybridge_HitDiscoverCmpd1219_reduced,10,-10.51,7.54
ligand_Maybridge_HitDiscoverCmpd121_reduced,10,-7.91,5.81
ligand_Maybridge_HitDiscoverCmpd12200_reduced,10,-9.91,7.69
ligand_Maybridge_HitDiscoverCmpd12201_reduced,10,-7.21,6.23
ligand_Maybridge_HitDiscoverCmpd12202_reduced,10,-8.31,6.31
ligand_Maybridge_HitDiscoverCmpd12203_reduced,10,-7.70,6.17
ligand_Maybridge_HitDiscoverCmpd12204_reduced,10,-8.39,7.11
ligand_Maybridge_HitDiscoverCmpd12205_reduced,10,-8.89,6.48
ligand_Maybridge_HitDiscoverCmpd12206_reduced,10,-6.74,5.55
ligand_Maybridge_HitDiscoverCmpd12207_reduced,10,-8.14,6.68
ligand_Maybridge_HitDiscoverCmpd12208_reduced,10,-8.89,7.68
ligand_Maybridge_HitDiscoverCmpd12209_reduced,10,-8.87,7.01
ligand_Maybridge_HitDiscoverCmpd1220_reduced,10,-10.60,6.70
ligand_Maybridge_HitDiscoverCmpd12210_reduced,10,-7.71,6.56
ligand_Maybridge_HitDiscoverCmpd12211_reduced,10,-8.59,7.60
ligand_Maybridge_HitDiscoverCmpd12212_reduced,10,-7.55,6.05
ligand_Maybridge_HitDiscoverCmpd12213_reduced,10,-7.87,5.39
ligand_Maybridge_HitDiscoverCmpd12214_reduced,10,-7.44,6.41
ligand_Maybridge_HitDiscoverCmpd12215_reduced,10,-7.75,6.88
ligand_Maybridge_HitDiscoverCmpd12216_reduced,10,-10.78,8.03
ligand_Maybridge_HitDiscoverCmpd12217_reduced,10,-8.85,7.21
ligand_Maybridge_HitDiscoverCmpd12218_reduced,10,-4.73,7.04
ligand_Maybridge_HitDiscoverCmpd12219_reduced,10,-7.50,6.45
ligand_Maybridge_HitDiscoverCmpd1221_reduced,10,-10.96,7.87
ligand_Maybridge_HitDiscoverCmpd12220_reduced,10,-9.71,7.27
ligand_Maybridge_HitDiscoverCmpd12221_reduced,10,-5.44,4.65
ligand_Maybridge_HitDiscoverCmpd12222_reduced,10,-10.81,7.29
ligand_Maybridge_HitDiscoverCmpd12223_reduced,10,-7.08,6.54
ligand_Maybridge_HitDiscoverCmpd12224_reduced,10,-7.50,5.86
ligand_Maybridge_HitDiscoverCmpd12225_reduced,10,-9.88,7.95
ligand_Maybridge_HitDiscoverCmpd12226_reduced,10,-8.59,6.82
ligand_Maybridge_HitDiscoverCmpd12227_reduced,10,-10.55,7.67
ligand_Maybridge_HitDiscoverCmpd12228_reduced,10,-5.20,6.88
ligand_Maybridge_HitDiscoverCmpd12229_reduced,10,-8.36,6.59
ligand_Maybridge_HitDiscoverCmpd1222_reduced,10,-11.43,7.57
ligand_Maybridge_HitDiscoverCmpd12230_reduced,10,-9.81,7.25
ligand_Maybridge_HitDiscoverCmpd12231_reduced,10,-8.14,7.70
ligand_Maybridge_HitDiscoverCmpd12232_reduced,10,-10.49,7.11
ligand_Maybridge_HitDiscoverCmpd12233_reduced,10,-7.48,6.71
ligand_Maybridge_HitDiscoverCmpd12234_reduced,10,-7.97,6.62
ligand_Maybridge_HitDiscoverCmpd12235_reduced,10,-9.01,6.55
ligand_Maybridge_HitDiscoverCmpd12236_reduced,10,-8.29,7.31
ligand_Maybridge_HitDiscoverCmpd12237_reduced,10,-8.28,6.19
ligand_Maybridge_HitDiscoverCmpd12238_reduced,10,-10.80,7.60
ligand_Maybridge_HitDiscoverCmpd12239_reduced,10,-5.36,5.87
ligand_Maybridge_HitDiscoverCmpd1223_reduced,10,-9.04,7.55
ligand_Maybridge_HitDiscoverCmpd12240_reduced,10,-9.77,6.82
ligand_Maybridge_HitDiscoverCmpd12241_reduced,10,-8.49,7.59
ligand_Maybridge_HitDiscoverCmpd12242_reduced,10,-9.59,7.02
ligand_Maybridge_HitDiscoverCmpd12243_reduced,10,-9.61,7.69
ligand_Maybridge_HitDiscoverCmpd12244_reduced,10,-7.47,6.81
ligand_Maybridge_HitDiscoverCmpd12245_reduced,10,-6.20,6.20
ligand_Maybridge_HitDiscoverCmpd12246_reduced,10,-3.72,6.81
ligand_Maybridge_HitDiscoverCmpd12247_reduced,10,-6.64,5.45
ligand_Maybridge_HitDiscoverCmpd12248_reduced,10,-7.92,6.27
ligand_Maybridge_HitDiscoverCmpd12249_reduced,10,-7.73,6.51
ligand_Maybridge_HitDiscoverCmpd1224_reduced,10,-10.21,7.69
ligand_Maybridge_HitDiscoverCmpd12250_reduced,10,-7.08,5.98
ligand_Maybridge_HitDiscoverCmpd12251_reduced,10,-9.08,7.03
ligand_Maybridge_HitDiscoverCmpd12252_reduced,10,-9.28,6.83
ligand_Maybridge_HitDiscoverCmpd12253_reduced,10,-9.56,7.71
ligand_Maybridge_HitDiscoverCmpd12254_reduced,10,-9.18,8.03
ligand_Maybridge_HitDiscoverCmpd12255_reduced,10,-10.26,7.44
ligand_Maybridge_HitDiscoverCmpd12256_reduced,10,-8.00,6.73
ligand_Maybridge_HitDiscoverCmpd12257_reduced,10,-8.58,7.56
ligand_Maybridge_HitDiscoverCmpd12258_reduced,10,-5.66,5.91
ligand_Maybridge_HitDiscoverCmpd12259_reduced,10,-8.98,7.16
ligand_Maybridge_HitDiscoverCmpd1225_reduced,10,-8.22,7.59
ligand_Maybridge_HitDiscoverCmpd12260_reduced,10,-8.07,7.72
ligand_Maybridge_HitDiscoverCmpd12261_reduced,10,-7.80,6.56
ligand_Maybridge_HitDiscoverCmpd12262_reduced,10,-11.24,7.43
ligand_Maybridge_HitDiscoverCmpd12263_reduced,10,-11.15,7.72
ligand_Maybridge_HitDiscoverCmpd12264_reduced,10,-8.96,6.64
ligand_Maybridge_HitDiscoverCmpd12265_reduced,10,-8.95,8.05
ligand_Maybridge_HitDiscoverCmpd12266_reduced,10,-7.83,6.62
ligand_Maybridge_HitDiscoverCmpd12267_reduced,10,-8.55,7.76
ligand_Maybridge_HitDiscoverCmpd12268_reduced,10,-7.65,6.08
ligand_Maybridge_HitDiscoverCmpd12269_reduced,10,-8.70,7.62
ligand_Maybridge_HitDiscoverCmpd1226_reduced,10,-9.68,7.13
ligand_Maybridge_HitDiscoverCmpd12270_reduced,10,-7.11,6.08
ligand_Maybridge_HitDiscoverCmpd12271_reduced,10,-8.31,5.78
ligand_Maybridge_HitDiscoverCmpd12272_reduced,10,-9.31,6.74
ligand_Maybridge_HitDiscoverCmpd12273_reduced,10,-9.28,6.74
ligand_Maybridge_HitDiscoverCmpd12274_reduced,10,-8.97,6.13
ligand_Maybridge_HitDiscoverCmpd12275_reduced,10,-10.09,6.55
ligand_Maybridge_HitDiscoverCmpd12276_reduced,10,-9.42,5.84
ligand_Maybridge_HitDiscoverCmpd12277_reduced,10,-6.66,4.03
ligand_Maybridge_HitDiscoverCmpd12278_reduced,10,-8.28,5.82
ligand_Maybridge_HitDiscoverCmpd12279_reduced,10,-10.91,7.02
ligand_Maybridge_HitDiscoverCmpd1227_reduced,10,-10.90,7.92
ligand_Maybridge_HitDiscoverCmpd12280_reduced,10,-8.37,6.30
ligand_Maybridge_HitDiscoverCmpd12281_reduced,10,-11.95,7.48
ligand_Maybridge_HitDiscoverCmpd12282_reduced,10,-8.69,6.35
ligand_Maybridge_HitDiscoverCmpd12283_reduced,10,-11.75,7.27
ligand_Maybridge_HitDiscoverCmpd12284_reduced,10,-9.23,6.12
ligand_Maybridge_HitDiscoverCmpd12285_reduced,10,-9.28,6.10
ligand_Maybridge_HitDiscoverCmpd12286_reduced,10,-9.11,6.11
ligand_Maybridge_HitDiscoverCmpd12287_reduced,10,-11.30,8.31
ligand_Maybridge_HitDiscoverCmpd12288_reduced,10,-9.30,7.62
ligand_Maybridge_HitDiscoverCmpd12289_reduced,10,-10.71,7.14
ligand_Maybridge_HitDiscoverCmpd1228_reduced,10,-10.31,7.87
ligand_Maybridge_HitDiscoverCmpd12290_reduced,10,-8.51,7.50
ligand_Maybridge_HitDiscoverCmpd12291_reduced,10,-10.04,6.71
ligand_Maybridge_HitDiscoverCmpd12292_reduced,10,-9.47,5.97
ligand_Maybridge_HitDiscoverCmpd12293_reduced,10,-12.68,7.99
ligand_Maybridge_HitDiscoverCmpd12294_reduced,10,-8.77,6.45
ligand_Maybridge_HitDiscoverCmpd12295_reduced,10,-8.28,5.99
ligand_Maybridge_HitDiscoverCmpd12296_reduced,10,-9.77,6.76
ligand_Maybridge_HitDiscoverCmpd12297_reduced,10,-10.57,7.83
ligand_Maybridge_HitDiscoverCmpd12298_reduced,10,-8.81,5.75
ligand_Maybridge_HitDiscoverCmpd12299_reduced,10,-11.10,7.44
ligand_Maybridge_HitDiscoverCmpd1229_reduced,10,-9.65,6.71
ligand_Maybridge_HitDiscoverCmpd122_reduced,10,-8.60,6.10
ligand_Maybridge_HitDiscoverCmpd12300_reduced,10,-8.38,7.69
ligand_Maybridge_HitDiscoverCmpd12301_reduced,10,-9.11,6.06
ligand_Maybridge_HitDiscoverCmpd12302_reduced,10,-12.72,7.82
ligand_Maybridge_HitDiscoverCmpd12303_reduced,10,-10.57,7.74
ligand_Maybridge_HitDiscoverCmpd12304_reduced,10,-9.00,5.62
ligand_Maybridge_HitDiscoverCmpd12305_reduced,10,-9.92,7.09
ligand_Maybridge_HitDiscoverCmpd12306_reduced,10,-10.13,6.89
ligand_Maybridge_HitDiscoverCmpd12307_reduced,10,-10.67,7.72
ligand_Maybridge_HitDiscoverCmpd12308_reduced,10,-9.78,6.62
ligand_Maybridge_HitDiscoverCmpd12309_reduced,10,-11.90,8.59
ligand_Maybridge_HitDiscoverCmpd1230_reduced,10,-7.68,5.91
ligand_Maybridge_HitDiscoverCmpd12310_reduced,10,-9.17,7.96
ligand_Maybridge_HitDiscoverCmpd12311_reduced,10,-7.29,5.39
ligand_Maybridge_HitDiscoverCmpd12312_reduced,10,-12.57,7.77
ligand_Maybridge_HitDiscoverCmpd12313_reduced,10,-10.69,7.68
ligand_Maybridge_HitDiscoverCmpd12314_reduced,10,-8.52,6.21
ligand_Maybridge_HitDiscoverCmpd12315_reduced,10,-8.85,5.93
ligand_Maybridge_HitDiscoverCmpd12316_reduced,10,-7.60,5.93
ligand_Maybridge_HitDiscoverCmpd12317_reduced,10,-8.07,5.72
ligand_Maybridge_HitDiscoverCmpd12318_reduced,10,-9.13,5.89
ligand_Maybridge_HitDiscoverCmpd12319_reduced,10,-9.21,7.20
ligand_Maybridge_HitDiscoverCmpd1231_reduced,10,-10.57,7.92
ligand_Maybridge_HitDiscoverCmpd12320_reduced,10,-7.62,6.55
ligand_Maybridge_HitDiscoverCmpd12322_reduced,10,-10.62,7.47
ligand_Maybridge_HitDiscoverCmpd12323_reduced,10,-10.00,7.49
ligand_Maybridge_HitDiscoverCmpd12324_reduced,10,-8.56,6.05
ligand_Maybridge_HitDiscoverCmpd12325_reduced,10,-8.66,5.81
ligand_Maybridge_HitDiscoverCmpd12326_reduced,10,-9.42,6.31
ligand_Maybridge_HitDiscoverCmpd12327_reduced,10,-10.13,7.27
ligand_Maybridge_HitDiscoverCmpd12328_reduced,10,-9.27,6.84
ligand_Maybridge_HitDiscoverCmpd12329_reduced,10,-10.68,7.52
ligand_Maybridge_HitDiscoverCmpd1232_reduced,10,-11.16,7.33
ligand_Maybridge_HitDiscoverCmpd12330_reduced,10,-9.07,7.34
ligand_Maybridge_HitDiscoverCmpd12332_reduced,10,-9.61,6.30
ligand_Maybridge_HitDiscoverCmpd12333_reduced,10,-8.35,5.60
ligand_Maybridge_HitDiscoverCmpd12334_reduced,10,-10.02,6.66
ligand_Maybridge_HitDiscoverCmpd12335_reduced,10,-9.82,6.01
ligand_Maybridge_HitDiscoverCmpd12336_reduced,10,-8.57,6.25
ligand_Maybridge_HitDiscoverCmpd12337_reduced,10,-8.83,5.86
ligand_Maybridge_HitDiscoverCmpd12338_reduced,10,-11.76,8.01
ligand_Maybridge_HitDiscoverCmpd12339_reduced,10,-9.07,7.00
ligand_Maybridge_HitDiscoverCmpd1233_reduced,10,-9.47,7.45
ligand_Maybridge_HitDiscoverCmpd12340_reduced,10,-12.36,8.08
ligand_Maybridge_HitDiscoverCmpd12341_reduced,10,-11.36,7.41
ligand_Maybridge_HitDiscoverCmpd12342_reduced,10,-11.81,7.96
ligand_Maybridge_HitDiscoverCmpd12343_reduced,10,-7.78,5.51
ligand_Maybridge_HitDiscoverCmpd12344_reduced,10,-8.78,6.08
ligand_Maybridge_HitDiscoverCmpd12345_reduced,10,-9.08,5.77
ligand_Maybridge_HitDiscoverCmpd12346_reduced,10,-7.54,5.73
ligand_Maybridge_HitDiscoverCmpd12347_reduced,10,-7.36,5.67
ligand_Maybridge_HitDiscoverCmpd12348_reduced,10,-11.76,7.98
ligand_Maybridge_HitDiscoverCmpd12349_reduced,10,-8.73,6.95
ligand_Maybridge_HitDiscoverCmpd1234_reduced,10,-10.33,7.23
ligand_Maybridge_HitDiscoverCmpd12350_reduced,10,-12.84,7.83
ligand_Maybridge_HitDiscoverCmpd12351_reduced,10,-8.75,8.11
ligand_Maybridge_HitDiscoverCmpd12352_reduced,10,-8.88,7.52
ligand_Maybridge_HitDiscoverCmpd12353_reduced,10,-10.36,8.30
ligand_Maybridge_HitDiscoverCmpd12354_reduced,10,-6.49,5.95
ligand_Maybridge_HitDiscoverCmpd12355_reduced,10,-9.75,6.70
ligand_Maybridge_HitDiscoverCmpd12356_reduced,10,-8.97,6.82
ligand_Maybridge_HitDiscoverCmpd12357_reduced,10,-10.12,8.10
ligand_Maybridge_HitDiscoverCmpd12358_reduced,10,-6.33,4.94
ligand_Maybridge_HitDiscoverCmpd12359_reduced,10,-6.60,5.94
ligand_Maybridge_HitDiscoverCmpd1235_reduced,10,-7.84,8.40
ligand_Maybridge_HitDiscoverCmpd12360_reduced,10,-8.29,7.12
ligand_Maybridge_HitDiscoverCmpd12361_reduced,10,-8.91,7.56
ligand_Maybridge_HitDiscoverCmpd12362_reduced,10,-7.54,5.84
ligand_Maybridge_HitDiscoverCmpd12363_reduced,10,-10.51,8.14
ligand_Maybridge_HitDiscoverCmpd12364_reduced,10,-10.28,7.81
ligand_Maybridge_HitDiscoverCmpd12365_reduced,10,-9.95,6.69
ligand_Maybridge_HitDiscoverCmpd12366_reduced,10,-8.55,6.75
ligand_Maybridge_HitDiscoverCmpd12367_reduced,10,-8.19,5.86
ligand_Maybridge_HitDiscoverCmpd12368_reduced,10,-11.89,8.21
ligand_Maybridge_HitDiscoverCmpd12369_reduced,10,-7.86,5.85
ligand_Maybridge_HitDiscoverCmpd1236_reduced,10,-9.05,6.70
ligand_Maybridge_HitDiscoverCmpd12370_reduced,10,-7.67,6.05
ligand_Maybridge_HitDiscoverCmpd12371_reduced,10,-8.95,6.84
ligand_Maybridge_HitDiscoverCmpd12372_reduced,10,-7.04,6.77
ligand_Maybridge_HitDiscoverCmpd12373_reduced,10,-9.48,8.48
ligand_Maybridge_HitDiscoverCmpd12374_reduced,10,-8.43,6.99
ligand_Maybridge_HitDiscoverCmpd12375_reduced,10,-6.84,6.39
ligand_Maybridge_HitDiscoverCmpd12376_reduced,10,-9.18,6.98
ligand_Maybridge_HitDiscoverCmpd12377_reduced,10,-10.02,7.33
ligand_Maybridge_HitDiscoverCmpd12378_reduced,10,-10.81,7.83
ligand_Maybridge_HitDiscoverCmpd12379_reduced,10,-5.91,5.04
ligand_Maybridge_HitDiscoverCmpd1237_reduced,10,-9.42,6.93
ligand_Maybridge_HitDiscoverCmpd12380_reduced,10,-8.82,6.92
ligand_Maybridge_HitDiscoverCmpd12381_reduced,10,-7.77,7.03
ligand_Maybridge_HitDiscoverCmpd12382_reduced,10,-7.48,7.37
ligand_Maybridge_HitDiscoverCmpd12383_reduced,10,-8.73,6.79
ligand_Maybridge_HitDiscoverCmpd12384_reduced,10,-8.03,6.77
ligand_Maybridge_HitDiscoverCmpd12386_reduced,10,-10.41,6.96
ligand_Maybridge_HitDiscoverCmpd12387_reduced,10,-9.57,7.15
ligand_Maybridge_HitDiscoverCmpd12388_reduced,10,-10.17,8.06
ligand_Maybridge_HitDiscoverCmpd12389_reduced,10,-8.88,6.48
ligand_Maybridge_HitDiscoverCmpd1238_reduced,10,-10.68,7.96
ligand_Maybridge_HitDiscoverCmpd12390_reduced,10,-6.93,5.53
ligand_Maybridge_HitDiscoverCmpd12391_reduced,10,-8.52,6.97
ligand_Maybridge_HitDiscoverCmpd12392_reduced,10,-6.63,6.24
ligand_Maybridge_HitDiscoverCmpd12393_reduced,10,-9.41,6.91
ligand_Maybridge_HitDiscoverCmpd12394_reduced,10,-7.20,6.12
ligand_Maybridge_HitDiscoverCmpd12395_reduced,10,-10.11,8.06
ligand_Maybridge_HitDiscoverCmpd12396_reduced,10,-9.00,6.68
ligand_Maybridge_HitDiscoverCmpd12397_reduced,10,-9.43,7.08
ligand_Maybridge_HitDiscoverCmpd12398_reduced,10,-12.48,7.55
ligand_Maybridge_HitDiscoverCmpd12399_reduced,10,-6.72,6.22
ligand_Maybridge_HitDiscoverCmpd1239_reduced,10,-9.90,7.00
ligand_Maybridge_HitDiscoverCmpd123_reduced,10,-7.62,6.04
ligand_Maybridge_HitDiscoverCmpd12400_reduced,10,-8.36,5.67
ligand_Maybridge_HitDiscoverCmpd12401_reduced,10,-9.32,6.96
ligand_Maybridge_HitDiscoverCmpd12402_reduced,10,-6.56,6.02
ligand_Maybridge_HitDiscoverCmpd12403_reduced,10,-9.34,6.69
ligand_Maybridge_HitDiscoverCmpd12404_reduced,10,-10.01,6.74
ligand_Maybridge_HitDiscoverCmpd12405_reduced,10,-10.58,7.69
ligand_Maybridge_HitDiscoverCmpd12406_reduced,10,-10.83,8.12
ligand_Maybridge_HitDiscoverCmpd12407_reduced,10,-9.06,6.11
ligand_Maybridge_HitDiscoverCmpd12408_reduced,10,-10.53,7.30
ligand_Maybridge_HitDiscoverCmpd12409_reduced,10,-9.46,7.07
ligand_Maybridge_HitDiscoverCmpd1240_reduced,10,-9.97,7.80
ligand_Maybridge_HitDiscoverCmpd12410_reduced,10,-5.84,4.97
ligand_Maybridge_HitDiscoverCmpd12411_reduced,10,-9.07,7.17
ligand_Maybridge_HitDiscoverCmpd12412_reduced,10,-9.23,6.75
ligand_Maybridge_HitDiscoverCmpd12413_reduced,10,-9.35,7.66
ligand_Maybridge_HitDiscoverCmpd12414_reduced,10,-10.34,7.39
ligand_Maybridge_HitDiscoverCmpd12415_reduced,10,-10.09,7.60
ligand_Maybridge_HitDiscoverCmpd12416_reduced,10,-8.96,6.70
ligand_Maybridge_HitDiscoverCmpd12417_reduced,10,-12.23,7.61
ligand_Maybridge_HitDiscoverCmpd12418_reduced,10,-8.03,7.05
ligand_Maybridge_HitDiscoverCmpd12419_reduced,10,-9.49,6.52
ligand_Maybridge_HitDiscoverCmpd1241_reduced,10,-10.04,7.89
ligand_Maybridge_HitDiscoverCmpd12420_reduced,10,-11.22,7.46
ligand_Maybridge_HitDiscoverCmpd12421_reduced,10,-10.15,7.66
ligand_Maybridge_HitDiscoverCmpd12422_reduced,10,-8.95,7.51
ligand_Maybridge_HitDiscoverCmpd12423_reduced,10,-11.23,8.23
ligand_Maybridge_HitDiscoverCmpd12424_reduced,10,-8.37,6.88
ligand_Maybridge_HitDiscoverCmpd12425_reduced,10,-9.38,6.73
ligand_Maybridge_HitDiscoverCmpd12426_reduced,10,-9.25,7.07
ligand_Maybridge_HitDiscoverCmpd12427_reduced,10,-11.23,8.17
ligand_Maybridge_HitDiscoverCmpd12428_reduced,10,-7.90,5.90
ligand_Maybridge_HitDiscoverCmpd12429_reduced,10,-8.89,7.98
ligand_Maybridge_HitDiscoverCmpd1242_reduced,10,-10.77,7.68
ligand_Maybridge_HitDiscoverCmpd12430_reduced,10,-10.33,7.99
ligand_Maybridge_HitDiscoverCmpd12431_reduced,10,-5.71,4.63
ligand_Maybridge_HitDiscoverCmpd12432_reduced,10,-9.21,5.79
ligand_Maybridge_HitDiscoverCmpd12433_reduced,10,-11.58,6.68
ligand_Maybridge_HitDiscoverCmpd12434_reduced,10,-10.45,7.64
ligand_Maybridge_HitDiscoverCmpd12435_reduced,10,-10.54,7.36
ligand_Maybridge_HitDiscoverCmpd12436_reduced,10,-10.40,7.25
ligand_Maybridge_HitDiscoverCmpd12437_reduced,10,-11.38,6.75
ligand_Maybridge_HitDiscoverCmpd12438_reduced,10,-10.72,7.66
ligand_Maybridge_HitDiscoverCmpd12439_reduced,10,-8.13,5.87
ligand_Maybridge_HitDiscoverCmpd1243_reduced,10,-9.56,8.47
ligand_Maybridge_HitDiscoverCmpd12440_reduced,10,-10.16,6.81
ligand_Maybridge_HitDiscoverCmpd12441_reduced,10,-10.40,7.17
ligand_Maybridge_HitDiscoverCmpd12442_reduced,10,-9.35,6.94
ligand_Maybridge_HitDiscoverCmpd12443_reduced,10,-9.69,6.69
ligand_Maybridge_HitDiscoverCmpd12444_reduced,10,-8.82,6.12
ligand_Maybridge_HitDiscoverCmpd12445_reduced,10,-11.50,8.23
ligand_Maybridge_HitDiscoverCmpd12446_reduced,10,-10.21,6.20
ligand_Maybridge_HitDiscoverCmpd12447_reduced,10,-10.41,6.76
ligand_Maybridge_HitDiscoverCmpd12448_reduced,10,-11.25,7.96
ligand_Maybridge_HitDiscoverCmpd12449_reduced,10,-8.33,7.13
ligand_Maybridge_HitDiscoverCmpd1244_reduced,10,-10.70,7.27
ligand_Maybridge_HitDiscoverCmpd12450_reduced,10,-5.95,5.25
ligand_Maybridge_HitDiscoverCmpd12451_reduced,10,-10.77,7.51
ligand_Maybridge_HitDiscoverCmpd12452_reduced,10,-9.10,7.01
ligand_Maybridge_HitDiscoverCmpd12453_reduced,10,-9.66,6.72
ligand_Maybridge_HitDiscoverCmpd12454_reduced,10,-10.35,7.07
ligand_Maybridge_HitDiscoverCmpd12455_reduced,10,-11.73,8.03
ligand_Maybridge_HitDiscoverCmpd12456_reduced,10,-11.50,7.07
ligand_Maybridge_HitDiscoverCmpd12457_reduced,10,-10.63,6.38
ligand_Maybridge_HitDiscoverCmpd12458_reduced,10,-10.39,7.74
ligand_Maybridge_HitDiscoverCmpd12459_reduced,10,-8.74,7.42
ligand_Maybridge_HitDiscoverCmpd1245_reduced,10,-7.52,5.78
ligand_Maybridge_HitDiscoverCmpd12460_reduced,10,-8.12,6.66
ligand_Maybridge_HitDiscoverCmpd12461_reduced,10,-9.11,6.50
ligand_Maybridge_HitDiscoverCmpd12462_reduced,10,-9.87,7.27
ligand_Maybridge_HitDiscoverCmpd12463_reduced,10,-10.17,8.27
ligand_Maybridge_HitDiscoverCmpd12464_reduced,10,-9.26,6.93
ligand_Maybridge_HitDiscoverCmpd12465_reduced,10,-8.74,6.55
ligand_Maybridge_HitDiscoverCmpd12466_reduced,10,-10.48,6.41
ligand_Maybridge_HitDiscoverCmpd12467_reduced,10,-10.94,6.52
ligand_Maybridge_HitDiscoverCmpd12468_reduced,10,-9.31,7.22
ligand_Maybridge_HitDiscoverCmpd12469_reduced,10,-11.57,7.94
ligand_Maybridge_HitDiscoverCmpd1246_reduced,10,-10.19,6.87
ligand_Maybridge_HitDiscoverCmpd12470_reduced,10,-9.30,7.32
ligand_Maybridge_HitDiscoverCmpd12471_reduced,10,-8.80,6.68
ligand_Maybridge_HitDiscoverCmpd12472_reduced,10,-11.43,8.06
ligand_Maybridge_HitDiscoverCmpd12473_reduced,10,-8.61,8.11
ligand_Maybridge_HitDiscoverCmpd12474_reduced,10,-12.15,7.85
ligand_Maybridge_HitDiscoverCmpd12475_reduced,10,-10.27,7.61
ligand_Maybridge_HitDiscoverCmpd12476_reduced,10,-10.74,6.54
ligand_Maybridge_HitDiscoverCmpd12477_reduced,10,-5.82,4.43
ligand_Maybridge_HitDiscoverCmpd12478_reduced,10,-8.71,6.43
ligand_Maybridge_HitDiscoverCmpd12479_reduced,10,-10.65,7.95
ligand_Maybridge_HitDiscoverCmpd1247_reduced,10,-9.72,7.76
ligand_Maybridge_HitDiscoverCmpd12480_reduced,10,-9.90,7.28
ligand_Maybridge_HitDiscoverCmpd12481_reduced,10,-8.89,7.02
ligand_Maybridge_HitDiscoverCmpd12482_reduced,10,-10.67,6.96
ligand_Maybridge_HitDiscoverCmpd12483_reduced,10,-7.23,6.78
ligand_Maybridge_HitDiscoverCmpd12484_reduced,10,-11.57,7.27
ligand_Maybridge_HitDiscoverCmpd12485_reduced,10,-10.36,7.58
ligand_Maybridge_HitDiscoverCmpd12486_reduced,10,-9.91,6.27
ligand_Maybridge_HitDiscoverCmpd12487_reduced,10,-8.97,6.94
ligand_Maybridge_HitDiscoverCmpd12488_reduced,10,-9.18,7.07
ligand_Maybridge_HitDiscoverCmpd12489_reduced,10,-9.57,7.02
ligand_Maybridge_HitDiscoverCmpd1248_reduced,10,-10.71,8.28
ligand_Maybridge_HitDiscoverCmpd12490_reduced,10,-10.29,7.13
ligand_Maybridge_HitDiscoverCmpd12491_reduced,10,-10.08,7.48
ligand_Maybridge_HitDiscoverCmpd12492_reduced,10,-9.48,6.90
ligand_Maybridge_HitDiscoverCmpd12493_reduced,10,-7.10,6.12
ligand_Maybridge_HitDiscoverCmpd12494_reduced,10,-8.43,6.75
ligand_Maybridge_HitDiscoverCmpd12495_reduced,10,-10.36,7.70
