Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd37325_reduced,10,-11.20,6.95
ligand_Maybridge_HitDiscoverCmpd37326_reduced,10,-11.23,6.71
ligand_Maybridge_HitDiscoverCmpd37327_reduced,10,-8.37,6.96
ligand_Maybridge_HitDiscoverCmpd37328_reduced,10,-7.97,6.26
ligand_Maybridge_HitDiscoverCmpd37329_reduced,10,-3.42,7.89
ligand_Maybridge_HitDiscoverCmpd3732_reduced,10,-11.05,8.07
ligand_Maybridge_HitDiscoverCmpd37330_reduced,10,-8.37,6.48
ligand_Maybridge_HitDiscoverCmpd37331_reduced,10,-8.65,5.79
ligand_Maybridge_HitDiscoverCmpd37332_reduced,10,-10.12,7.78
ligand_Maybridge_HitDiscoverCmpd37333_reduced,10,-10.19,7.49
ligand_Maybridge_HitDiscoverCmpd37334_reduced,10,-12.14,8.09
ligand_Maybridge_HitDiscoverCmpd37335_reduced,10,-10.74,6.99
ligand_Maybridge_HitDiscoverCmpd37336_reduced,10,-11.21,6.61
ligand_Maybridge_HitDiscoverCmpd37337_reduced,10,-11.59,7.78
ligand_Maybridge_HitDiscoverCmpd37338_reduced,10,-8.33,6.22
ligand_Maybridge_HitDiscoverCmpd37339_reduced,10,-4.74,7.74
ligand_Maybridge_HitDiscoverCmpd3733_reduced,10,-8.11,5.76
ligand_Maybridge_HitDiscoverCmpd37340_reduced,10,-9.47,5.72
ligand_Maybridge_HitDiscoverCmpd37341_reduced,10,-5.91,7.23
ligand_Maybridge_HitDiscoverCmpd37342_reduced,10,-10.54,6.76
ligand_Maybridge_HitDiscoverCmpd37343_reduced,10,-10.39,6.49
ligand_Maybridge_HitDiscoverCmpd37344_reduced,10,-10.71,7.26
ligand_Maybridge_HitDiscoverCmpd37345_reduced,10,-10.41,6.57
ligand_Maybridge_HitDiscoverCmpd37346_reduced,10,-10.73,7.50
ligand_Maybridge_HitDiscoverCmpd37347_reduced,10,-7.44,7.59
ligand_Maybridge_HitDiscoverCmpd37348_reduced,10,-10.21,7.38
ligand_Maybridge_HitDiscoverCmpd37349_reduced,10,-10.43,6.85
ligand_Maybridge_HitDiscoverCmpd3734_reduced,10,-10.32,6.87
ligand_Maybridge_HitDiscoverCmpd37350_reduced,10,-10.34,6.88
ligand_Maybridge_HitDiscoverCmpd37351_reduced,10,-10.76,7.55
ligand_Maybridge_HitDiscoverCmpd37352_reduced,10,-11.31,7.87
ligand_Maybridge_HitDiscoverCmpd37353_reduced,10,-11.82,7.93
ligand_Maybridge_HitDiscoverCmpd37354_reduced,10,-8.30,5.96
ligand_Maybridge_HitDiscoverCmpd37355_reduced,10,-11.40,7.34
ligand_Maybridge_HitDiscoverCmpd37356_reduced,10,-10.66,6.71
ligand_Maybridge_HitDiscoverCmpd37357_reduced,10,-8.62,7.49
ligand_Maybridge_HitDiscoverCmpd37358_reduced,10,-9.88,7.34
ligand_Maybridge_HitDiscoverCmpd37359_reduced,10,-9.34,6.14
ligand_Maybridge_HitDiscoverCmpd3735_reduced,10,-10.14,8.13
ligand_Maybridge_HitDiscoverCmpd37360_reduced,10,-9.26,5.83
ligand_Maybridge_HitDiscoverCmpd37361_reduced,10,-12.84,8.13
ligand_Maybridge_HitDiscoverCmpd37362_reduced,10,-11.95,7.68
ligand_Maybridge_HitDiscoverCmpd37363_reduced,10,-10.01,6.85
ligand_Maybridge_HitDiscoverCmpd37364_reduced,10,-8.10,5.81
ligand_Maybridge_HitDiscoverCmpd37365_reduced,10,-10.91,6.79
ligand_Maybridge_HitDiscoverCmpd37366_reduced,10,-11.79,6.62
ligand_Maybridge_HitDiscoverCmpd37367_reduced,10,-9.56,6.52
ligand_Maybridge_HitDiscoverCmpd37368_reduced,10,-9.34,7.01
ligand_Maybridge_HitDiscoverCmpd37369_reduced,10,-11.44,7.10
ligand_Maybridge_HitDiscoverCmpd3736_reduced,10,-8.19,5.66
ligand_Maybridge_HitDiscoverCmpd37370_reduced,10,-8.44,7.32
ligand_Maybridge_HitDiscoverCmpd37371_reduced,10,-10.41,7.80
ligand_Maybridge_HitDiscoverCmpd37372_reduced,10,-12.05,7.44
ligand_Maybridge_HitDiscoverCmpd37373_reduced,10,-10.06,6.81
ligand_Maybridge_HitDiscoverCmpd37374_reduced,10,-11.42,6.85
ligand_Maybridge_HitDiscoverCmpd37375_reduced,10,-11.59,6.94
ligand_Maybridge_HitDiscoverCmpd37376_reduced,10,-6.75,7.83
ligand_Maybridge_HitDiscoverCmpd37377_reduced,10,-11.06,6.44
ligand_Maybridge_HitDiscoverCmpd37378_reduced,10,-10.34,7.17
ligand_Maybridge_HitDiscoverCmpd37379_reduced,10,-9.76,6.94
ligand_Maybridge_HitDiscoverCmpd3737_reduced,10,-11.53,7.19
ligand_Maybridge_HitDiscoverCmpd37380_reduced,10,-5.55,7.15
ligand_Maybridge_HitDiscoverCmpd37381_reduced,10,-12.70,8.25
ligand_Maybridge_HitDiscoverCmpd37382_reduced,10,-10.33,7.07
ligand_Maybridge_HitDiscoverCmpd37383_reduced,10,-9.63,7.79
ligand_Maybridge_HitDiscoverCmpd37384_reduced,10,-11.69,6.78
ligand_Maybridge_HitDiscoverCmpd37385_reduced,10,-11.89,6.64
ligand_Maybridge_HitDiscoverCmpd37386_reduced,10,-9.51,7.28
ligand_Maybridge_HitDiscoverCmpd37387_reduced,10,-10.46,6.65
ligand_Maybridge_HitDiscoverCmpd37388_reduced,10,-9.89,7.34
ligand_Maybridge_HitDiscoverCmpd37389_reduced,10,-11.09,6.53
ligand_Maybridge_HitDiscoverCmpd3738_reduced,10,-9.31,6.11
ligand_Maybridge_HitDiscoverCmpd37390_reduced,10,-11.71,7.39
ligand_Maybridge_HitDiscoverCmpd37391_reduced,10,-12.75,8.29
ligand_Maybridge_HitDiscoverCmpd37392_reduced,10,-6.02,5.83
ligand_Maybridge_HitDiscoverCmpd37393_reduced,10,-10.16,7.16
ligand_Maybridge_HitDiscoverCmpd37394_reduced,10,-11.46,6.90
ligand_Maybridge_HitDiscoverCmpd37395_reduced,10,-10.89,6.80
ligand_Maybridge_HitDiscoverCmpd37396_reduced,10,-9.48,7.32
ligand_Maybridge_HitDiscoverCmpd37398_reduced,10,-9.65,6.96
ligand_Maybridge_HitDiscoverCmpd37399_reduced,10,-8.23,6.93
ligand_Maybridge_HitDiscoverCmpd3739_reduced,10,-11.19,7.28
ligand_Maybridge_HitDiscoverCmpd37400_reduced,10,-7.28,6.39
ligand_Maybridge_HitDiscoverCmpd37401_reduced,10,-10.04,7.01
ligand_Maybridge_HitDiscoverCmpd37402_reduced,10,-10.06,6.83
ligand_Maybridge_HitDiscoverCmpd37403_reduced,10,-10.95,7.82
ligand_Maybridge_HitDiscoverCmpd37404_reduced,10,-6.67,7.56
ligand_Maybridge_HitDiscoverCmpd37405_reduced,10,-8.87,6.36
ligand_Maybridge_HitDiscoverCmpd37406_reduced,10,-7.90,6.18
ligand_Maybridge_HitDiscoverCmpd37407_reduced,10,-10.58,7.21
ligand_Maybridge_HitDiscoverCmpd37408_reduced,10,-11.06,8.08
ligand_Maybridge_HitDiscoverCmpd37409_reduced,10,-7.92,5.71
ligand_Maybridge_HitDiscoverCmpd3740_reduced,10,-6.44,4.82
ligand_Maybridge_HitDiscoverCmpd37410_reduced,10,-12.07,7.62
ligand_Maybridge_HitDiscoverCmpd37411_reduced,10,-10.00,7.32
ligand_Maybridge_HitDiscoverCmpd37412_reduced,10,-9.42,6.84
ligand_Maybridge_HitDiscoverCmpd37413_reduced,10,-8.68,7.04
ligand_Maybridge_HitDiscoverCmpd37414_reduced,10,-6.23,7.51
ligand_Maybridge_HitDiscoverCmpd37415_reduced,10,-9.13,6.49
ligand_Maybridge_HitDiscoverCmpd37416_reduced,10,-8.78,6.01
ligand_Maybridge_HitDiscoverCmpd37417_reduced,10,-7.62,6.03
ligand_Maybridge_HitDiscoverCmpd37418_reduced,10,-11.24,8.03
ligand_Maybridge_HitDiscoverCmpd37419_reduced,10,-7.92,7.29
ligand_Maybridge_HitDiscoverCmpd3741_reduced,10,-12.09,7.70
ligand_Maybridge_HitDiscoverCmpd37420_reduced,10,-11.00,7.23
ligand_Maybridge_HitDiscoverCmpd37421_reduced,10,-8.42,5.61
ligand_Maybridge_HitDiscoverCmpd37422_reduced,10,-9.93,7.14
ligand_Maybridge_HitDiscoverCmpd37423_reduced,10,-10.56,7.41
ligand_Maybridge_HitDiscoverCmpd37424_reduced,10,-8.04,7.63
ligand_Maybridge_HitDiscoverCmpd37425_reduced,10,-10.97,6.94
ligand_Maybridge_HitDiscoverCmpd37426_reduced,10,-10.09,6.23
ligand_Maybridge_HitDiscoverCmpd37427_reduced,10,-7.68,6.26
ligand_Maybridge_HitDiscoverCmpd37428_reduced,10,-10.08,6.75
ligand_Maybridge_HitDiscoverCmpd37429_reduced,10,-8.85,7.73
ligand_Maybridge_HitDiscoverCmpd3742_reduced,10,-11.93,8.13
ligand_Maybridge_HitDiscoverCmpd37430_reduced,10,-11.30,8.03
ligand_Maybridge_HitDiscoverCmpd37431_reduced,10,-8.82,6.47
ligand_Maybridge_HitDiscoverCmpd37432_reduced,10,-7.83,5.14
ligand_Maybridge_HitDiscoverCmpd37433_reduced,10,-8.89,6.78
ligand_Maybridge_HitDiscoverCmpd37434_reduced,10,-7.23,7.80
ligand_Maybridge_HitDiscoverCmpd37435_reduced,10,-8.92,6.50
ligand_Maybridge_HitDiscoverCmpd37436_reduced,10,-9.80,6.15
ligand_Maybridge_HitDiscoverCmpd37437_reduced,10,-9.39,6.46
ligand_Maybridge_HitDiscoverCmpd37438_reduced,10,-11.12,7.69
ligand_Maybridge_HitDiscoverCmpd37439_reduced,10,-10.96,6.96
ligand_Maybridge_HitDiscoverCmpd3743_reduced,10,-7.62,6.19
ligand_Maybridge_HitDiscoverCmpd37440_reduced,10,-8.90,6.32
ligand_Maybridge_HitDiscoverCmpd37441_reduced,10,-11.08,6.95
ligand_Maybridge_HitDiscoverCmpd37442_reduced,10,-9.82,6.27
ligand_Maybridge_HitDiscoverCmpd37443_reduced,10,-8.09,6.28
ligand_Maybridge_HitDiscoverCmpd37444_reduced,10,-10.71,7.03
ligand_Maybridge_HitDiscoverCmpd37445_reduced,10,-8.89,6.40
ligand_Maybridge_HitDiscoverCmpd37446_reduced,10,-9.25,6.79
ligand_Maybridge_HitDiscoverCmpd37447_reduced,10,-10.63,6.78
ligand_Maybridge_HitDiscoverCmpd37448_reduced,10,-9.96,7.12
ligand_Maybridge_HitDiscoverCmpd37449_reduced,10,-9.44,7.12
ligand_Maybridge_HitDiscoverCmpd3744_reduced,10,-11.75,7.68
ligand_Maybridge_HitDiscoverCmpd37450_reduced,10,-8.52,6.16
ligand_Maybridge_HitDiscoverCmpd37451_reduced,10,-9.64,6.37
ligand_Maybridge_HitDiscoverCmpd37452_reduced,10,-8.80,6.31
ligand_Maybridge_HitDiscoverCmpd37453_reduced,10,-6.79,7.45
ligand_Maybridge_HitDiscoverCmpd37454_reduced,10,-9.63,6.49
ligand_Maybridge_HitDiscoverCmpd37455_reduced,10,-10.02,7.09
ligand_Maybridge_HitDiscoverCmpd37456_reduced,10,-7.60,6.18
ligand_Maybridge_HitDiscoverCmpd37457_reduced,10,-9.99,6.88
ligand_Maybridge_HitDiscoverCmpd37458_reduced,10,-9.44,7.14
ligand_Maybridge_HitDiscoverCmpd37459_reduced,10,-9.03,7.84
ligand_Maybridge_HitDiscoverCmpd3745_reduced,10,-11.36,7.42
ligand_Maybridge_HitDiscoverCmpd37460_reduced,10,-10.93,7.72
ligand_Maybridge_HitDiscoverCmpd37461_reduced,10,-10.49,7.02
ligand_Maybridge_HitDiscoverCmpd37462_reduced,10,-10.94,7.25
ligand_Maybridge_HitDiscoverCmpd37463_reduced,10,-6.38,7.51
ligand_Maybridge_HitDiscoverCmpd37464_reduced,10,-10.08,6.51
ligand_Maybridge_HitDiscoverCmpd37465_reduced,10,-10.68,7.13
ligand_Maybridge_HitDiscoverCmpd37466_reduced,10,-9.54,7.04
ligand_Maybridge_HitDiscoverCmpd37467_reduced,10,-10.08,6.78
ligand_Maybridge_HitDiscoverCmpd37468_reduced,10,-10.46,7.05
ligand_Maybridge_HitDiscoverCmpd37469_reduced,10,-8.48,7.46
ligand_Maybridge_HitDiscoverCmpd3746_reduced,10,-8.02,6.63
ligand_Maybridge_HitDiscoverCmpd37470_reduced,10,-10.81,7.58
ligand_Maybridge_HitDiscoverCmpd37471_reduced,10,-10.96,6.17
ligand_Maybridge_HitDiscoverCmpd37472_reduced,10,-7.77,6.05
ligand_Maybridge_HitDiscoverCmpd37473_reduced,10,-5.15,7.93
ligand_Maybridge_HitDiscoverCmpd37474_reduced,10,-8.02,5.79
ligand_Maybridge_HitDiscoverCmpd37475_reduced,10,-9.41,6.43
ligand_Maybridge_HitDiscoverCmpd37476_reduced,10,-10.62,6.48
ligand_Maybridge_HitDiscoverCmpd37477_reduced,10,-11.88,7.79
ligand_Maybridge_HitDiscoverCmpd37478_reduced,10,-10.02,7.03
ligand_Maybridge_HitDiscoverCmpd37479_reduced,10,-9.79,6.83
ligand_Maybridge_HitDiscoverCmpd3747_reduced,10,-10.32,6.26
ligand_Maybridge_HitDiscoverCmpd37480_reduced,10,-8.35,5.12
ligand_Maybridge_HitDiscoverCmpd37481_reduced,10,-5.39,7.47
ligand_Maybridge_HitDiscoverCmpd37482_reduced,10,-11.62,7.14
ligand_Maybridge_HitDiscoverCmpd37483_reduced,10,-7.14,4.96
ligand_Maybridge_HitDiscoverCmpd37484_reduced,10,-11.91,7.70
ligand_Maybridge_HitDiscoverCmpd37485_reduced,10,-10.66,8.13
ligand_Maybridge_HitDiscoverCmpd37486_reduced,10,-11.07,6.88
ligand_Maybridge_HitDiscoverCmpd37487_reduced,10,-9.61,6.23
ligand_Maybridge_HitDiscoverCmpd37488_reduced,10,-6.19,8.45
ligand_Maybridge_HitDiscoverCmpd37489_reduced,10,-10.87,7.93
ligand_Maybridge_HitDiscoverCmpd3748_reduced,10,-9.35,6.03
ligand_Maybridge_HitDiscoverCmpd37490_reduced,10,-11.01,6.76
ligand_Maybridge_HitDiscoverCmpd37491_reduced,10,-8.51,5.86
ligand_Maybridge_HitDiscoverCmpd37492_reduced,10,-9.25,6.16
ligand_Maybridge_HitDiscoverCmpd37493_reduced,10,-9.23,7.08
ligand_Maybridge_HitDiscoverCmpd37494_reduced,10,-11.05,7.38
ligand_Maybridge_HitDiscoverCmpd37495_reduced,10,-10.34,8.00
ligand_Maybridge_HitDiscoverCmpd37496_reduced,10,-9.26,6.54
ligand_Maybridge_HitDiscoverCmpd37497_reduced,10,-9.30,6.91
ligand_Maybridge_HitDiscoverCmpd37498_reduced,10,-10.05,7.89
ligand_Maybridge_HitDiscoverCmpd37499_reduced,10,-8.09,6.53
ligand_Maybridge_HitDiscoverCmpd3749_reduced,10,-8.47,6.64
ligand_Maybridge_HitDiscoverCmpd374_reduced,10,-11.65,7.86
ligand_Maybridge_HitDiscoverCmpd37500_reduced,10,-9.46,6.52
ligand_Maybridge_HitDiscoverCmpd37501_reduced,10,-8.94,6.55
ligand_Maybridge_HitDiscoverCmpd37502_reduced,10,-11.19,7.09
ligand_Maybridge_HitDiscoverCmpd37503_reduced,10,-9.03,7.27
ligand_Maybridge_HitDiscoverCmpd37504_reduced,10,-11.24,7.91
ligand_Maybridge_HitDiscoverCmpd37505_reduced,10,-8.51,6.09
ligand_Maybridge_HitDiscoverCmpd37506_reduced,10,-10.71,7.27
ligand_Maybridge_HitDiscoverCmpd37507_reduced,10,-10.50,7.58
ligand_Maybridge_HitDiscoverCmpd37508_reduced,10,-10.49,7.65
ligand_Maybridge_HitDiscoverCmpd37509_reduced,10,-9.61,7.20
ligand_Maybridge_HitDiscoverCmpd3750_reduced,10,-8.55,6.83
ligand_Maybridge_HitDiscoverCmpd37510_reduced,10,-9.54,7.38
ligand_Maybridge_HitDiscoverCmpd37511_reduced,10,-10.94,7.83
ligand_Maybridge_HitDiscoverCmpd37512_reduced,10,-8.24,5.60
ligand_Maybridge_HitDiscoverCmpd37513_reduced,10,-8.21,6.43
ligand_Maybridge_HitDiscoverCmpd37514_reduced,10,-11.34,8.17
ligand_Maybridge_HitDiscoverCmpd37515_reduced,10,-7.46,8.31
ligand_Maybridge_HitDiscoverCmpd37516_reduced,10,-8.03,6.42
ligand_Maybridge_HitDiscoverCmpd37517_reduced,10,-10.93,7.09
ligand_Maybridge_HitDiscoverCmpd37518_reduced,10,-6.61,4.85
ligand_Maybridge_HitDiscoverCmpd37519_reduced,10,-8.74,7.01
ligand_Maybridge_HitDiscoverCmpd3751_reduced,10,-9.71,7.84
ligand_Maybridge_HitDiscoverCmpd37520_reduced,10,-10.20,7.43
ligand_Maybridge_HitDiscoverCmpd37521_reduced,10,-10.97,6.59
ligand_Maybridge_HitDiscoverCmpd37522_reduced,10,-8.58,5.71
ligand_Maybridge_HitDiscoverCmpd37523_reduced,10,-10.02,6.57
ligand_Maybridge_HitDiscoverCmpd37524_reduced,10,-8.45,6.98
ligand_Maybridge_HitDiscoverCmpd37525_reduced,10,-9.59,8.47
ligand_Maybridge_HitDiscoverCmpd37526_reduced,10,-8.62,6.85
ligand_Maybridge_HitDiscoverCmpd37527_reduced,10,-8.88,6.43
ligand_Maybridge_HitDiscoverCmpd37528_reduced,10,-6.86,6.44
ligand_Maybridge_HitDiscoverCmpd37529_reduced,10,-9.03,6.92
ligand_Maybridge_HitDiscoverCmpd3752_reduced,10,-10.58,8.28
ligand_Maybridge_HitDiscoverCmpd37530_reduced,10,-11.05,7.34
ligand_Maybridge_HitDiscoverCmpd37531_reduced,10,-8.86,5.72
ligand_Maybridge_HitDiscoverCmpd37532_reduced,10,-8.11,5.90
ligand_Maybridge_HitDiscoverCmpd37533_reduced,10,-11.53,7.57
ligand_Maybridge_HitDiscoverCmpd37534_reduced,10,-9.20,6.68
ligand_Maybridge_HitDiscoverCmpd37535_reduced,10,-10.98,8.53
ligand_Maybridge_HitDiscoverCmpd37536_reduced,10,-6.66,8.14
ligand_Maybridge_HitDiscoverCmpd37537_reduced,10,-10.50,7.33
ligand_Maybridge_HitDiscoverCmpd37538_reduced,10,-6.72,6.39
ligand_Maybridge_HitDiscoverCmpd37539_reduced,10,-9.28,6.83
ligand_Maybridge_HitDiscoverCmpd3753_reduced,10,-8.57,6.58
ligand_Maybridge_HitDiscoverCmpd37540_reduced,10,-11.39,7.12
ligand_Maybridge_HitDiscoverCmpd37541_reduced,10,-10.95,7.09
ligand_Maybridge_HitDiscoverCmpd37542_reduced,10,-8.03,6.00
ligand_Maybridge_HitDiscoverCmpd37543_reduced,10,-11.76,7.24
ligand_Maybridge_HitDiscoverCmpd37544_reduced,10,-7.79,6.39
ligand_Maybridge_HitDiscoverCmpd37545_reduced,10,-10.67,7.53
ligand_Maybridge_HitDiscoverCmpd37546_reduced,10,-9.37,6.68
ligand_Maybridge_HitDiscoverCmpd37547_reduced,10,-8.53,5.96
ligand_Maybridge_HitDiscoverCmpd37548_reduced,10,-6.09,4.99
ligand_Maybridge_HitDiscoverCmpd37549_reduced,10,-9.22,7.43
ligand_Maybridge_HitDiscoverCmpd3754_reduced,10,-11.65,7.60
ligand_Maybridge_HitDiscoverCmpd37550_reduced,10,-9.78,6.40
ligand_Maybridge_HitDiscoverCmpd37551_reduced,10,-10.42,7.09
ligand_Maybridge_HitDiscoverCmpd37552_reduced,10,-10.11,6.67
ligand_Maybridge_HitDiscoverCmpd37553_reduced,10,-11.42,7.03
ligand_Maybridge_HitDiscoverCmpd37554_reduced,10,-7.39,5.77
ligand_Maybridge_HitDiscoverCmpd37555_reduced,10,-9.45,6.30
ligand_Maybridge_HitDiscoverCmpd37556_reduced,10,-5.65,8.12
ligand_Maybridge_HitDiscoverCmpd37557_reduced,10,-10.17,6.47
ligand_Maybridge_HitDiscoverCmpd37558_reduced,10,-7.96,6.09
ligand_Maybridge_HitDiscoverCmpd37559_reduced,10,-9.99,6.10
ligand_Maybridge_HitDiscoverCmpd3755_reduced,10,-11.28,7.87
ligand_Maybridge_HitDiscoverCmpd37560_reduced,10,-10.83,7.02
ligand_Maybridge_HitDiscoverCmpd37561_reduced,10,-9.47,6.93
ligand_Maybridge_HitDiscoverCmpd37562_reduced,10,-8.74,6.88
ligand_Maybridge_HitDiscoverCmpd37563_reduced,10,-8.88,6.55
ligand_Maybridge_HitDiscoverCmpd37564_reduced,10,-9.26,6.85
ligand_Maybridge_HitDiscoverCmpd37565_reduced,10,-7.18,5.62
ligand_Maybridge_HitDiscoverCmpd37566_reduced,10,-9.09,6.61
ligand_Maybridge_HitDiscoverCmpd37567_reduced,10,-8.45,6.41
ligand_Maybridge_HitDiscoverCmpd37568_reduced,10,-10.25,6.59
ligand_Maybridge_HitDiscoverCmpd37569_reduced,10,-10.85,6.50
ligand_Maybridge_HitDiscoverCmpd3756_reduced,10,-10.27,7.02
ligand_Maybridge_HitDiscoverCmpd37570_reduced,10,-9.68,6.82
ligand_Maybridge_HitDiscoverCmpd37571_reduced,10,-8.23,6.84
ligand_Maybridge_HitDiscoverCmpd37572_reduced,10,-9.10,6.59
ligand_Maybridge_HitDiscoverCmpd37573_reduced,10,-10.84,6.94
ligand_Maybridge_HitDiscoverCmpd37574_reduced,10,-9.87,6.84
ligand_Maybridge_HitDiscoverCmpd37575_reduced,10,-7.26,5.84
ligand_Maybridge_HitDiscoverCmpd37576_reduced,10,-8.54,6.41
ligand_Maybridge_HitDiscoverCmpd37577_reduced,10,-8.72,6.76
ligand_Maybridge_HitDiscoverCmpd37578_reduced,10,-8.23,5.92
ligand_Maybridge_HitDiscoverCmpd37579_reduced,10,-10.19,6.31
ligand_Maybridge_HitDiscoverCmpd3757_reduced,10,-9.50,6.07
ligand_Maybridge_HitDiscoverCmpd37580_reduced,10,-9.67,7.17
ligand_Maybridge_HitDiscoverCmpd37581_reduced,10,-9.30,6.42
ligand_Maybridge_HitDiscoverCmpd37582_reduced,10,-9.05,6.11
ligand_Maybridge_HitDiscoverCmpd37583_reduced,10,-8.14,5.53
ligand_Maybridge_HitDiscoverCmpd37584_reduced,10,-8.77,5.84
ligand_Maybridge_HitDiscoverCmpd37585_reduced,10,-8.16,6.12
ligand_Maybridge_HitDiscoverCmpd37586_reduced,10,-9.11,7.06
ligand_Maybridge_HitDiscoverCmpd37587_reduced,10,-8.67,6.93
ligand_Maybridge_HitDiscoverCmpd37589_reduced,10,-11.20,6.55
ligand_Maybridge_HitDiscoverCmpd3758_reduced,10,-6.24,4.29
ligand_Maybridge_HitDiscoverCmpd37590_reduced,10,-9.06,6.73
ligand_Maybridge_HitDiscoverCmpd37591_reduced,10,-9.42,6.50
ligand_Maybridge_HitDiscoverCmpd37592_reduced,10,-10.08,7.03
ligand_Maybridge_HitDiscoverCmpd37593_reduced,10,-11.06,7.39
ligand_Maybridge_HitDiscoverCmpd37594_reduced,10,-10.50,7.22
ligand_Maybridge_HitDiscoverCmpd37595_reduced,10,-8.67,8.01
ligand_Maybridge_HitDiscoverCmpd37596_reduced,10,-8.21,6.45
ligand_Maybridge_HitDiscoverCmpd37597_reduced,10,-7.90,5.96
ligand_Maybridge_HitDiscoverCmpd37598_reduced,10,-9.72,6.37
ligand_Maybridge_HitDiscoverCmpd37599_reduced,10,-9.42,6.57
ligand_Maybridge_HitDiscoverCmpd3759_reduced,10,-8.61,7.04
ligand_Maybridge_HitDiscoverCmpd375_reduced,10,-6.34,4.73
ligand_Maybridge_HitDiscoverCmpd37600_reduced,10,-7.89,6.13
ligand_Maybridge_HitDiscoverCmpd37601_reduced,10,-9.06,6.44
ligand_Maybridge_HitDiscoverCmpd37602_reduced,10,-10.32,7.10
ligand_Maybridge_HitDiscoverCmpd37603_reduced,10,-11.65,7.53
ligand_Maybridge_HitDiscoverCmpd37604_reduced,10,-9.82,7.31
ligand_Maybridge_HitDiscoverCmpd37605_reduced,10,-8.26,7.47
ligand_Maybridge_HitDiscoverCmpd37606_reduced,10,-10.48,8.51
ligand_Maybridge_HitDiscoverCmpd37607_reduced,10,-7.93,5.93
ligand_Maybridge_HitDiscoverCmpd37608_reduced,10,-8.46,6.06
ligand_Maybridge_HitDiscoverCmpd37609_reduced,10,-9.69,6.33
ligand_Maybridge_HitDiscoverCmpd3760_reduced,10,-11.87,7.04
ligand_Maybridge_HitDiscoverCmpd37610_reduced,10,-8.97,6.76
ligand_Maybridge_HitDiscoverCmpd37611_reduced,10,-9.98,6.82
ligand_Maybridge_HitDiscoverCmpd37612_reduced,10,-8.19,6.30
ligand_Maybridge_HitDiscoverCmpd37613_reduced,10,-7.30,5.32
ligand_Maybridge_HitDiscoverCmpd37614_reduced,10,-10.62,7.09
ligand_Maybridge_HitDiscoverCmpd37615_reduced,10,-7.18,5.67
ligand_Maybridge_HitDiscoverCmpd37616_reduced,10,-7.23,5.27
ligand_Maybridge_HitDiscoverCmpd37617_reduced,10,-8.72,6.01
ligand_Maybridge_HitDiscoverCmpd37618_reduced,10,-9.73,6.59
ligand_Maybridge_HitDiscoverCmpd37619_reduced,10,-10.70,7.22
ligand_Maybridge_HitDiscoverCmpd3761_reduced,10,-9.68,7.35
ligand_Maybridge_HitDiscoverCmpd37620_reduced,10,-11.28,7.88
ligand_Maybridge_HitDiscoverCmpd37621_reduced,10,-10.17,6.70
ligand_Maybridge_HitDiscoverCmpd37622_reduced,10,-8.26,6.31
ligand_Maybridge_HitDiscoverCmpd37623_reduced,10,-5.76,5.29
ligand_Maybridge_HitDiscoverCmpd37624_reduced,10,-8.56,7.17
ligand_Maybridge_HitDiscoverCmpd37625_reduced,10,-7.36,5.55
ligand_Maybridge_HitDiscoverCmpd37626_reduced,10,-6.73,4.90
ligand_Maybridge_HitDiscoverCmpd37627_reduced,10,-9.72,7.30
ligand_Maybridge_HitDiscoverCmpd37628_reduced,10,-11.01,7.13
ligand_Maybridge_HitDiscoverCmpd37629_reduced,10,-10.17,6.22
ligand_Maybridge_HitDiscoverCmpd3762_reduced,10,-10.12,8.36
ligand_Maybridge_HitDiscoverCmpd37630_reduced,10,-10.09,6.36
ligand_Maybridge_HitDiscoverCmpd37631_reduced,10,-9.18,6.84
ligand_Maybridge_HitDiscoverCmpd37632_reduced,10,-8.78,6.64
ligand_Maybridge_HitDiscoverCmpd37633_reduced,10,-6.19,5.15
ligand_Maybridge_HitDiscoverCmpd37634_reduced,10,-10.21,7.62
ligand_Maybridge_HitDiscoverCmpd37635_reduced,10,-7.92,6.15
ligand_Maybridge_HitDiscoverCmpd37636_reduced,10,-8.38,6.22
ligand_Maybridge_HitDiscoverCmpd37638_reduced,10,-6.69,5.72
ligand_Maybridge_HitDiscoverCmpd37639_reduced,10,-11.07,8.19
ligand_Maybridge_HitDiscoverCmpd3763_reduced,10,-9.48,6.17
ligand_Maybridge_HitDiscoverCmpd37640_reduced,10,-11.26,7.62
ligand_Maybridge_HitDiscoverCmpd37641_reduced,10,-7.94,5.96
ligand_Maybridge_HitDiscoverCmpd37642_reduced,10,-10.23,6.80
ligand_Maybridge_HitDiscoverCmpd37643_reduced,10,-10.19,7.45
ligand_Maybridge_HitDiscoverCmpd37644_reduced,10,-10.59,6.82
ligand_Maybridge_HitDiscoverCmpd37645_reduced,10,-10.23,7.12
ligand_Maybridge_HitDiscoverCmpd37646_reduced,10,-10.26,7.30
ligand_Maybridge_HitDiscoverCmpd37647_reduced,10,-9.35,7.21
ligand_Maybridge_HitDiscoverCmpd37648_reduced,10,-10.15,7.94
ligand_Maybridge_HitDiscoverCmpd37649_reduced,10,-11.18,7.37
ligand_Maybridge_HitDiscoverCmpd3764_reduced,10,-9.69,6.91
ligand_Maybridge_HitDiscoverCmpd37650_reduced,10,-10.94,8.13
